CHEESMAN,Max T,Min T,Precipitation,Snowfall
1/25/1996,37,-12,0.05,0.5
1/26/1996,25,-9,0,0
1/27/1996,48,-4,0,0
1/28/1996,44,10,0,0
1/29/1996,48,5,M,M
1/30/1996,45,-1,0.02,M
1/31/1996,27,-9,0,M
2/1/1996,25,-17,0,M
2/2/1996,17,-15,0,M
2/3/1996,32,-10,0,0
2/4/1996,51,15,M,0
2/5/1996,59,19,M,0
2/6/1996,55,25,M,0
2/7/1996,61,20,M,0
2/8/1996,61,19,M,0
2/9/1996,67,21,M,0
2/10/1996,44,5,M,0
2/11/1996,51,4,M,0
2/12/1996,60,8,M,0
2/13/1996,65,9,M,0
2/14/1996,60,10,M,0
2/15/1996,47,6,M,0
2/16/1996,62,8,M,0
2/17/1996,63,13,M,0
2/18/1996,51,23,M,0
2/19/1996,54,22,M,0
2/20/1996,58,25,0.04,0
2/21/1996,57,M,M,M
2/22/1996,56,16,M,0
2/23/1996,50,M,M,0
2/24/1996,55,M,M,0
2/25/1996,50,12,M,0
2/26/1996,38,4,M,0
2/27/1996,35,-10,0.08,0
2/28/1996,24,-7,M,M
2/29/1996,39,M,M,0
3/1/1996,42,M,M,M
3/2/1996,49,15,M,M
3/3/1996,56,20,M,M
3/4/1996,58,27,M,M
3/5/1996,51,4,0.28,3.5
3/6/1996,25,-5,M,M
3/7/1996,40,0,M,M
3/8/1996,48,4,M,M
3/9/1996,60,M,M,M
3/10/1996,65,10,M,M
3/11/1996,60,20,M,M
3/12/1996,56,17,M,M
3/13/1996,56,18,0.28,2.5
3/14/1996,33,13,M,M
3/15/1996,52,15,M,M
3/16/1996,49,20,M,M
3/17/1996,35,5,0.21,2
3/18/1996,37,1,M,M
3/19/1996,39,4,M,M
3/20/1996,61,9,M,M
3/21/1996,55,22,M,M
3/22/1996,63,24,M,M
3/23/1996,58,8,0.11,1.5
3/24/1996,24,2,M,1.5
3/25/1996,29,3,M,0
3/26/1996,53,12,M,0
3/27/1996,56,15,M,0
3/28/1996,60,16,M,0
3/29/1996,59,26,0.02,0
3/30/1996,57,21,M,0
3/31/1996,61,20,M,0
4/1/1996,68,25,M,0
4/2/1996,67,25,M,0
4/3/1996,50,27,0.2,0
4/4/1996,48,18,0.28,M
4/5/1996,48,M,M,M
4/6/1996,65,22,M,0
4/7/1996,61,24,M,0
4/8/1996,67,22,M,0
4/9/1996,71,24,M,0
4/10/1996,73,M,M,0
4/11/1996,63,24,M,0
4/12/1996,63,23,M,0
4/13/1996,53,21,0.41,0
4/14/1996,39,12,M,M
4/15/1996,59,M,M,0
4/16/1996,67,32,M,0
4/17/1996,60,28,M,0
4/18/1996,53,28,M,0
4/19/1996,50,23,M,0
4/20/1996,49,17,M,0
4/21/1996,51,20,0.5,0
4/22/1996,55,20,M,M
4/23/1996,59,21,M,0
4/24/1996,77,35,M,0
4/25/1996,63,30,M,0
4/26/1996,70,M,M,0
4/27/1996,67,22,0.17,0
4/28/1996,40,11,0.08,M
4/29/1996,54,12,M,0
4/30/1996,62,23,M,0
5/1/1996,68,29,0,0
5/2/1996,71,26,0,0
5/3/1996,75,28,0,0
5/4/1996,76,M,0,0
5/5/1996,74,29,0,0
5/6/1996,77,M,0,0
5/7/1996,78,27,0,0
5/8/1996,80,33,0,0
5/9/1996,70,34,0.08,0
5/10/1996,73,28,M,0
5/11/1996,81,34,M,0
5/12/1996,82,35,M,0
5/13/1996,85,36,M,0
5/14/1996,84,35,M,0
5/15/1996,85,38,M,0
5/16/1996,89,M,M,0
5/17/1996,79,40,M,0
5/18/1996,85,38,M,0
5/19/1996,77,38,M,0
5/20/1996,65,30,M,0
5/21/1996,75,32,M,0
5/22/1996,82,M,M,0
5/23/1996,83,40,M,0
5/24/1996,52,40,0.22,0
5/25/1996,47,34,0.7,0
5/26/1996,44,29,0.69,0
5/27/1996,65,33,M,0
5/28/1996,59,28,0.18,0
5/29/1996,74,M,M,0
5/30/1996,77,34,M,0
5/31/1996,75,36,M,0
6/1/1996,71,29,0,0
6/2/1996,75,31,0,0
6/3/1996,79,32,0,0
6/4/1996,81,37,0,0
6/5/1996,87,41,0,0
6/6/1996,72,30,0,0
6/7/1996,77,34,0,0
6/8/1996,89,40,0,0
6/9/1996,85,40,0,0
6/10/1996,85,37,0.05,0
6/11/1996,84,40,0.02,0
6/12/1996,80,38,0.42,0
6/13/1996,79,41,0.03,0
6/14/1996,77,47,0,0
6/15/1996,56,37,0.29,0
6/16/1996,75,37,0.06,0
6/17/1996,84,35,0,0
6/18/1996,86,37,0,0
6/19/1996,87,42,0,0
6/20/1996,90,45,0,0
6/21/1996,84,48,0.02,0
6/22/1996,M,M,0.25,0
6/23/1996,82,44,0,0
6/24/1996,85,40,0,0
6/25/1996,83,39,0,0
6/26/1996,89,M,T,0
6/27/1996,79,49,0.02,0
6/28/1996,82,38,0.02,0
6/29/1996,83,44,0,0
6/30/1996,79,40,0.06,0
7/1/1996,90,42,0,0
7/2/1996,90,42,0,0
7/3/1996,91,45,0,0
7/4/1996,92,42,0,0
7/5/1996,87,45,0.05,0
7/6/1996,94,45,0.07,0
7/7/1996,90,40,0,0
7/8/1996,71,48,0,0
7/9/1996,72,48,0.54,0
7/10/1996,84,42,0.02,0
7/11/1996,91,45,0,0
7/12/1996,84,M,0.7,0
7/13/1996,86,46,0,0
7/14/1996,83,45,0,0
7/15/1996,84,M,0,0
7/16/1996,85,45,0.04,0
7/17/1996,85,45,0.03,0
7/18/1996,80,43,0,0
7/19/1996,87,45,0.05,0
7/20/1996,91,45,0,0
7/21/1996,90,44,0,0
7/22/1996,89,45,0,0
7/23/1996,88,42,0,0
7/24/1996,80,45,0.07,0
7/25/1996,81,41,0.03,0
7/26/1996,82,40,0.09,0
7/27/1996,85,45,0,0
7/28/1996,89,50,0,0
7/29/1996,69,42,0.21,0
7/30/1996,83,40,0.01,0
7/31/1996,86,41,0,0
8/1/1996,89,41,0.04,0
8/2/1996,90,43,0,0
8/3/1996,82,42,0,0
8/4/1996,85,37,0,0
8/5/1996,88,40,0,0
8/6/1996,91,42,0.03,0
8/7/1996,80,38,0.05,0
8/8/1996,83,38,0.03,0
8/9/1996,82,42,0.01,0
8/10/1996,84,32,0,0
8/11/1996,89,M,0,0
8/12/1996,92,38,0,0
8/13/1996,93,43,0,0
8/14/1996,82,44,0,0
8/15/1996,82,42,0.02,0
8/16/1996,80,35,0,0
8/17/1996,89,M,0,0
8/18/1996,85,42,0.01,0
8/19/1996,83,39,0.65,0
8/20/1996,82,43,0,0
8/21/1996,83,46,0.16,0
8/22/1996,70,43,0,0
8/23/1996,79,40,0.48,0
8/24/1996,79,38,0,0
8/25/1996,80,M,0,0
8/26/1996,79,44,0,0
8/27/1996,80,39,0.19,0
8/28/1996,80,38,0.02,0
8/29/1996,81,37,0.04,0
8/30/1996,74,37,0,0
8/31/1996,84,35,0,0
9/1/1996,87,36,0,M
9/2/1996,80,35,0,M
9/3/1996,87,35,0,M
9/4/1996,87,37,0,M
9/5/1996,86,40,0,M
9/6/1996,59,33,0.31,M
9/7/1996,73,30,0,M
9/8/1996,77,31,0,M
9/9/1996,82,33,0,M
9/10/1996,74,33,0,M
9/11/1996,78,35,0.44,M
9/12/1996,72,38,0.56,M
9/13/1996,70,32,0.26,M
9/14/1996,66,36,0.03,M
9/15/1996,69,33,0,M
9/16/1996,75,32,0,M
9/17/1996,62,35,0.27,M
9/18/1996,62,25,0.25,M
9/19/1996,59,25,M,M
9/20/1996,63,29,M,M
9/21/1996,75,32,M,M
9/22/1996,76,33,M,M
9/23/1996,61,32,0.08,M
9/24/1996,70,28,0.09,M
9/25/1996,67,20,0.16,2.5
9/26/1996,38,17,0.23,2.5
9/27/1996,52,17,0,M
9/28/1996,70,22,M,M
9/29/1996,75,M,M,M
9/30/1996,77,27,M,M
10/1/1996,76,28,M,M
10/2/1996,66,36,M,M
10/3/1996,72,30,M,M
10/4/1996,69,28,M,M
10/5/1996,74,28,M,M
10/6/1996,76,28,M,M
10/7/1996,68,27,M,M
10/8/1996,73,24,M,M
10/9/1996,72,22,M,M
10/10/1996,79,28,M,M
10/11/1996,80,27,M,M
10/12/1996,79,25,M,M
10/13/1996,78,26,M,M
10/14/1996,73,25,M,M
10/15/1996,70,24,M,M
10/16/1996,68,21,0.03,M
10/17/1996,43,15,M,M
10/18/1996,69,M,M,M
10/19/1996,69,22,0.01,M
10/20/1996,42,15,0.1,2
10/21/1996,34,0,M,M
10/22/1996,56,2,M,M
10/23/1996,58,15,M,M
10/24/1996,63,15,M,M
10/25/1996,52,24,0.23,1
10/26/1996,47,18,0.04,0.5
10/27/1996,49,20,M,M
10/28/1996,65,M,M,M
10/29/1996,56,18,M,M
10/30/1996,58,18,M,M
10/31/1996,40,15,0.22,4
11/1/1996,52,15,0,M
11/2/1996,64,15,0,M
11/3/1996,51,25,0.06,M
11/4/1996,60,22,0,M
11/5/1996,57,22,0,M
11/6/1996,43,20,0,M
11/7/1996,45,12,0,M
11/8/1996,58,15,0,M
11/9/1996,63,18,0,M
11/10/1996,67,12,0,M
11/11/1996,62,13,0,M
11/12/1996,66,17,0,M
11/13/1996,63,25,0,M
11/14/1996,64,20,0,M
11/15/1996,32,12,0.22,0.2
11/16/1996,22,-3,T,T
11/17/1996,45,3,0,M
11/18/1996,60,30,0,M
11/19/1996,70,26,0,M
11/20/1996,64,18,0,M
11/21/1996,63,20,0,M
11/22/1996,63,22,0,M
11/23/1996,37,12,0,M
11/24/1996,49,11,0,M
11/25/1996,53,12,0,M
11/26/1996,30,2,0.12,3
11/27/1996,42,2,0,M
11/28/1996,49,7,0,M
11/29/1996,42,7,0.12,2
11/30/1996,31,6,M,M
12/1/1996,49,14,M,M
12/2/1996,34,0,M,M
12/3/1996,40,7,M,M
12/4/1996,49,M,M,M
12/5/1996,48,22,T,M
12/6/1996,35,5,M,M
12/7/1996,47,9,M,M
12/8/1996,58,19,M,M
12/9/1996,60,22,M,M
12/10/1996,58,24,M,M
12/11/1996,53,17,M,M
12/12/1996,52,15,M,M
12/13/1996,56,17,M,M
12/14/1996,35,-3,M,M
12/15/1996,37,-3,M,M
12/16/1996,40,-17,0.18,2
12/17/1996,15,-20,M,M
12/18/1996,20,-15,M,M
12/19/1996,32,-7,M,M
12/20/1996,48,18,M,M
12/21/1996,46,29,M,M
12/22/1996,45,10,0.03,0.5
12/23/1996,37,10,M,M
12/24/1996,43,12,M,M
12/25/1996,55,11,M,M
12/26/1996,57,M,M,M
12/27/1996,54,32,M,M
12/28/1996,63,18,M,M
12/29/1996,54,18,M,M
12/30/1996,55,18,M,M
12/31/1996,59,18,M,M
1/1/1997,62,20,M,M
1/2/1997,67,M,M,M
1/3/1997,61,15,M,M
1/4/1997,40,-6,M,M
1/5/1997,27,-4,0.12,2
1/6/1997,25,-16,M,M
1/7/1997,35,-15,M,M
1/8/1997,35,2,M,M
1/9/1997,37,4,M,M
1/10/1997,25,-8,M,M
1/11/1997,10,-19,0.04,0.5
1/12/1997,8,-18,0.01,T
1/13/1997,38,-15,M,M
1/14/1997,36,3,M,M
1/15/1997,43,0,0.01,M
1/16/1997,35,-10,M,M
1/17/1997,49,-11,M,M
1/18/1997,58,10,M,M
1/19/1997,60,10,M,M
1/20/1997,53,12,M,M
1/21/1997,46,9,M,M
1/22/1997,45,8,M,M
1/23/1997,52,4,M,M
1/24/1997,40,5,M,M
1/25/1997,53,M,M,M
1/26/1997,52,12,M,M
1/27/1997,30,-4,M,M
1/28/1997,47,-3,0.03,0.5
1/29/1997,43,4,M,M
1/30/1997,60,5,M,M
1/31/1997,62,19,M,M
2/1/1997,59,9,0,0
2/2/1997,62,9,0,0
2/3/1997,53,10,0,0
2/4/1997,40,3,0,0
2/5/1997,34,1,0,0
2/6/1997,46,2,0,0
2/7/1997,29,0,0.07,1
2/8/1997,36,-7,0,0
2/9/1997,43,-7,0,0
2/10/1997,45,-3,0,0
2/11/1997,48,-3,0,0
2/12/1997,50,8,0.01,T
2/13/1997,52,M,0.16,3
2/14/1997,32,-8,0,0
2/15/1997,45,-4,0,0
2/16/1997,52,10,0,0
2/17/1997,61,10,0,0
2/18/1997,58,20,0,0
2/19/1997,55,9,0.14,1
2/20/1997,55,M,0,0
2/21/1997,38,4,0.36,5
2/22/1997,32,-15,0,0
2/23/1997,36,-12,0.04,0.5
2/24/1997,20,3,0,0
2/25/1997,30,-8,0,0
2/26/1997,44,-7,0.07,2
2/27/1997,34,4,0,0
2/28/1997,42,8,0,0
3/1/1997,35,-2,0.21,2
3/2/1997,41,-1,M,0
3/3/1997,52,8,0,0
3/4/1997,41,13,0,0
3/5/1997,32,-6,0.12,1.5
3/6/1997,47,0,0,0
3/7/1997,54,8,0,0
3/8/1997,55,10,0,0
3/9/1997,52,13,0,0
3/10/1997,58,14,0,0
3/11/1997,62,10,0,0
3/12/1997,68,11,0,0
3/13/1997,64,17,0,0
3/14/1997,44,4,T,T
3/15/1997,42,7,0,0
3/16/1997,50,10,0,0
3/17/1997,68,18,0,0
3/18/1997,61,12,0,0
3/19/1997,60,13,0,0
3/20/1997,72,15,0,0
3/21/1997,75,19,0,0
3/22/1997,62,18,0,0
3/23/1997,65,16,0,0
3/24/1997,67,18,0,0
3/25/1997,31,0,0.32,3
3/26/1997,54,1,0,0
3/27/1997,65,18,0,0
3/28/1997,63,18,0,0
3/29/1997,65,23,0.1,1
3/30/1997,46,8,0,0
3/31/1997,63,16,0,0
4/1/1997,66,24,0,0
4/2/1997,50,18,0.56,6
4/3/1997,34,9,0,0
4/4/1997,58,20,0,0
4/5/1997,54,18,0.59,1
4/6/1997,34,8,0,0
4/7/1997,44,10,0,0
4/8/1997,51,15,0,0
4/9/1997,44,18,0,0
4/10/1997,55,9,0.02,T
4/11/1997,20,-3,0.1,1
4/12/1997,22,-6,0.02,T
4/13/1997,28,-3,0,0
4/14/1997,48,1,0,0
4/15/1997,56,17,0,0
4/16/1997,61,19,0,0
4/17/1997,64,16,0,0
4/18/1997,69,18,0,0
4/19/1997,68,20,0,0
4/20/1997,70,26,0,0
4/21/1997,68,25,0,0
4/22/1997,62,22,0.05,0
4/23/1997,53,23,0.05,0
4/24/1997,57,19,0.2,1
4/25/1997,43,20,0.68,5
4/26/1997,47,18,0,0
4/27/1997,45,15,0.02,0
4/28/1997,63,18,0,0
4/29/1997,64,24,0,0
4/30/1997,65,30,0,0
5/1/1997,59,23,0,0
5/2/1997,57,18,0,0
5/3/1997,48,16,0,0
5/4/1997,68,20,0,0
5/5/1997,77,28,0,0
5/6/1997,62,25,0,0
5/7/1997,79,28,0,0
5/8/1997,72,30,0,0
5/9/1997,63,26,0,0
5/10/1997,70,23,0,0
5/11/1997,76,25,0,0
5/12/1997,61,25,0.41,0
5/13/1997,66,23,0,0
5/14/1997,72,26,0,0
5/15/1997,69,28,0,0
5/16/1997,74,29,0.05,0
5/17/1997,76,28,0,0
5/18/1997,81,31,0,0
5/19/1997,72,30,0.05,0
5/20/1997,69,28,0,0
5/21/1997,74,32,0,0
5/22/1997,72,37,0.27,0
5/23/1997,55,36,0.42,0
5/24/1997,67,31,0.05,0
5/25/1997,68,31,0,0
5/26/1997,69,32,0,0
5/27/1997,63,22,0,0
5/28/1997,63,24,0,0
5/29/1997,65,28,0,0
5/30/1997,63,35,0,0
5/31/1997,70,32,0,0
6/1/1997,83,35,0,0
6/2/1997,82,40,0,0
6/3/1997,78,38,0,0
6/4/1997,74,37,0.04,0
6/5/1997,85,38,0,0
6/6/1997,83,35,0,0
6/7/1997,79,39,1.17,0
6/8/1997,75,38,0.06,0
6/9/1997,63,30,0.24,0
6/10/1997,63,33,0.2,0
6/11/1997,72,33,0,0
6/12/1997,79,32,0,0
6/13/1997,75,35,0.1,0
6/14/1997,70,40,0,0
6/15/1997,76,32,0.07,0
6/16/1997,75,32,0.11,0
6/17/1997,74,33,0.02,0
6/18/1997,70,35,0,0
6/19/1997,83,39,0,0
6/20/1997,88,38,0,0
6/21/1997,90,38,0,0
6/22/1997,84,40,0.06,0
6/23/1997,88,38,0,0
6/24/1997,87,38,0.09,0
6/25/1997,80,38,0,0
6/26/1997,80,36,0,0
6/27/1997,83,35,0,0
6/28/1997,84,34,0,0
6/29/1997,85,33,0,0
6/30/1997,83,34,0,0
7/1/1997,90,38,0,0
7/2/1997,87,33,0,0
7/3/1997,82,37,0,0
7/4/1997,78,34,0.15,0
7/5/1997,80,33,0.01,0
7/6/1997,79,35,0,0
7/7/1997,84,35,0,0
7/8/1997,88,37,0,0
7/9/1997,84,32,0,0
7/10/1997,88,36,0.01,0
7/11/1997,88,41,0,0
7/12/1997,80,39,0,0
7/13/1997,83,36,0,0
7/14/1997,86,38,0,0
7/15/1997,88,38,0,0
7/16/1997,92,38,0,0
7/17/1997,91,40,0,0
7/18/1997,92,42,0,0
7/19/1997,86,41,0.3,0
7/20/1997,82,38,0.1,0
7/21/1997,92,37,0,0
7/22/1997,86,39,0,0
7/23/1997,88,42,0,0
7/24/1997,90,40,0.48,0
7/25/1997,88,40,0,0
7/26/1997,85,M,0.04,0
7/27/1997,88,M,0.12,0
7/28/1997,81,47,0.09,0
7/29/1997,77,44,0.03,0
7/30/1997,76,46,0.09,0
7/31/1997,81,48,0,0
8/1/1997,82,47,0.38,0
8/2/1997,83,48,0.02,0
8/3/1997,88,40,0.01,0
8/4/1997,87,42,0.39,0
8/5/1997,82,M,1.07,0
8/6/1997,75,45,0.81,0
8/7/1997,64,35,0.28,0
8/8/1997,73,35,0.04,0
8/9/1997,82,38,0,0
8/10/1997,75,40,0.18,0
8/11/1997,70,36,0.04,0
8/12/1997,78,33,0,0
8/13/1997,78,36,0.68,0
8/14/1997,76,35,0,0
8/15/1997,78,35,0,0
8/16/1997,87,35,0,0
8/17/1997,86,M,0,0
8/18/1997,83,43,0.02,0
8/19/1997,78,34,0,0
8/20/1997,75,33,0.22,0
8/21/1997,78,33,0.06,0
8/22/1997,83,37,0,0
8/23/1997,82,34,0.02,0
8/24/1997,86,34,0,0
8/25/1997,92,37,0.07,0
8/26/1997,91,M,1.19,0
8/27/1997,83,40,0.04,0
8/28/1997,83,41,0.01,0
8/29/1997,85,42,0.1,0
8/30/1997,80,38,0.32,0
8/31/1997,76,39,0,0
9/1/1997,81,39,0,0
9/2/1997,74,42,0.31,0
9/3/1997,80,39,0,0
9/4/1997,83,41,0,0
9/5/1997,83,40,0.17,0
9/6/1997,79,40,0,0
9/7/1997,83,31,0,0
9/8/1997,79,32,0,0
9/9/1997,80,33,0,0
9/10/1997,80,33,0,0
9/11/1997,81,34,0.01,0
9/12/1997,80,40,0,0
9/13/1997,82,32,0,0
9/14/1997,82,32,0,0
9/15/1997,80,34,0,0
9/16/1997,79,37,0,0
9/17/1997,78,32,0,0
9/18/1997,80,M,0,0
9/19/1997,82,35,0,0
9/20/1997,71,33,0.13,0
9/21/1997,64,35,0.02,0
9/22/1997,67,34,0,0
9/23/1997,60,34,0.37,0
9/24/1997,54,32,0,0
9/25/1997,67,25,0,0
9/26/1997,78,28,0,0
9/27/1997,76,31,0,0
9/28/1997,81,26,0,0
9/29/1997,78,24,0,0
9/30/1997,79,24,0,0
10/1/1997,80,27,0,0
10/2/1997,82,31,0,0
10/3/1997,79,41,0,0
10/4/1997,74,24,0,0
10/5/1997,82,23,0,0
10/6/1997,79,25,0,0
10/7/1997,74,24,0,0
10/8/1997,72,M,0,0
10/9/1997,62,21,0,0
10/10/1997,70,29,0,0
10/11/1997,74,M,0.05,0
10/12/1997,71,21,0.28,1
10/13/1997,45,18,0,0
10/14/1997,55,15,0,0
10/15/1997,68,14,0,0
10/16/1997,64,16,0,0
10/17/1997,64,15,0,0
10/18/1997,75,17,0,0
10/19/1997,63,20,0,0
10/20/1997,64,22,0,0
10/21/1997,60,22,0.06,0
10/22/1997,62,18,0,0
10/23/1997,67,17,0,0
10/24/1997,64,18,0.05,0
10/25/1997,35,5,2.04,14
10/26/1997,25,-3,0.55,5
10/27/1997,43,M,0,0
10/28/1997,57,5,0,0
10/29/1997,57,12,0,0
10/30/1997,57,16,0,0
10/31/1997,58,23,0,0
11/1/1997,60,17,0,0
11/2/1997,47,14,0,0
11/3/1997,49,8,0,0
11/4/1997,63,12,0,0
11/5/1997,60,10,0,0
11/6/1997,54,13,0,0
11/7/1997,64,13,0,0
11/8/1997,65,14,0,0
11/9/1997,53,15,0.16,2
11/10/1997,30,0,0.05,2
11/11/1997,46,0,0,0
11/12/1997,25,2,0.15,2
11/13/1997,47,2,0,0
11/14/1997,44,-3,0.08,0.5
11/15/1997,23,-15,0,0
11/16/1997,33,-10,0,0
11/17/1997,44,-8,0,0
11/18/1997,40,8,0,0
11/19/1997,45,8,0,0
11/20/1997,56,M,0,0
11/21/1997,49,5,0,T
11/22/1997,43,4,0,0
11/23/1997,47,2,0,0
11/24/1997,57,8,0,0
11/25/1997,59,12,0,0
11/26/1997,60,15,0,0
11/27/1997,52,20,0,0
11/28/1997,47,8,0.48,10
11/29/1997,35,-10,0.12,1
11/30/1997,41,-12,0,0
12/1/1997,46,3,0,0
12/2/1997,40,15,0.05,0.5
12/3/1997,33,5,0.07,1
12/4/1997,35,-12,0,0
12/5/1997,48,-20,0,0
12/6/1997,33,-8,0,0
12/7/1997,50,-1,0,0
12/8/1997,44,10,0,0
12/9/1997,45,15,0.02,0.5
12/10/1997,33,10,0.1,2
12/11/1997,25,-4,0.17,4
12/12/1997,30,-17,0,0
12/13/1997,37,-16,0,0
12/14/1997,46,-19,0,0
12/15/1997,52,0,0,0
12/16/1997,50,0,0,0
12/17/1997,50,0,0,0
12/18/1997,53,9,0,0
12/19/1997,49,5,0,0
12/20/1997,26,-12,0,0
12/21/1997,45,-12,0,0
12/22/1997,41,-11,0,0
12/23/1997,36,-14,0,0
12/24/1997,41,-14,0,0
12/25/1997,22,-19,0.07,1
12/26/1997,27,-6,0.02,0.5
12/27/1997,34,-8,0,0
12/28/1997,41,-3,0,0
12/29/1997,35,5,0,0
12/30/1997,52,5,0,0
12/31/1997,48,3,0,0
1/1/1998,55,4,0,0
1/2/1998,57,18,0,0
1/3/1998,57,10,0,0
1/4/1998,49,-5,0,0
1/5/1998,45,5,0,0
1/6/1998,43,-8,0.21,3.5
1/7/1998,33,-12,0,0
1/8/1998,39,-24,0,0
1/9/1998,42,-14,0,0
1/10/1998,38,0,0,0
1/11/1998,42,8,0,0
1/12/1998,50,14,0,0
1/13/1998,48,12,0,0
1/14/1998,47,8,0,0
1/15/1998,40,0,0,0
1/16/1998,51,8,T,T
1/17/1998,43,0,0,0
1/18/1998,52,2,T,T
1/19/1998,48,0,0,0
1/20/1998,49,2,0,0
1/21/1998,39,-16,0,0
1/22/1998,37,-18,0,0
1/23/1998,42,-12,0,0
1/24/1998,40,M,0,0
1/25/1998,49,10,0,0
1/26/1998,45,-1,0,0
1/27/1998,55,-1,0,0
1/28/1998,57,9,0,0
1/29/1998,50,3,0,0
1/30/1998,53,5,0,0
1/31/1998,50,-7,T,T
2/1/1998,M,M,M,M
2/2/1998,M,M,M,M
2/3/1998,M,M,M,M
2/4/1998,M,M,M,M
2/5/1998,M,M,M,M
2/6/1998,M,M,M,M
2/7/1998,M,M,M,M
2/8/1998,M,M,M,M
2/9/1998,M,M,M,M
2/10/1998,M,M,M,M
2/11/1998,M,M,M,M
2/12/1998,M,M,M,M
2/13/1998,M,M,M,M
2/14/1998,M,M,M,M
2/15/1998,M,M,M,M
2/16/1998,M,M,M,M
2/17/1998,M,M,M,M
2/18/1998,M,M,M,M
2/19/1998,M,M,M,M
2/20/1998,M,M,M,M
2/21/1998,M,M,M,M
2/22/1998,M,M,M,M
2/23/1998,M,M,M,M
2/24/1998,M,M,M,M
2/25/1998,M,M,M,M
2/26/1998,M,M,M,M
2/27/1998,M,M,M,M
2/28/1998,M,M,M,M
3/1/1998,35,-8,0,M
3/2/1998,40,-12,0,0
3/3/1998,45,4,0,0
3/4/1998,51,5,0,0
3/5/1998,50,M,0.03,0.5
3/6/1998,44,4,0,0
3/7/1998,49,4,0.22,5
3/8/1998,22,-17,T,T
3/9/1998,35,-17,M,0
3/10/1998,37,-7,0,0
3/11/1998,48,M,0,0
3/12/1998,48,3,0,0
3/13/1998,55,5,0,0
3/14/1998,60,5,0,0
3/15/1998,61,M,0,0
3/16/1998,59,13,0,0
3/17/1998,55,13,0,0
3/18/1998,53,14,0.13,T
3/19/1998,35,5,0.5,6.5
3/20/1998,36,-1,0,0
3/21/1998,48,3,0,0
3/22/1998,55,12,0,0
3/23/1998,62,23,0,0
3/24/1998,69,18,0,0
3/25/1998,72,M,0,0
3/26/1998,68,18,0,0
3/27/1998,63,M,0.22,0
3/28/1998,60,6,0,M
3/29/1998,57,11,0.04,M
3/30/1998,47,12,0.1,2
3/31/1998,34,6,0.15,2.5
4/1/1998,49,5,0,0
4/2/1998,59,M,0,0
4/3/1998,35,8,0.57,6
4/4/1998,51,11,0,0
4/5/1998,58,15,0,0
4/6/1998,58,M,0,0
4/7/1998,48,11,0.12,T
4/8/1998,44,12,0.12,1.5
4/9/1998,41,11,0.03,T
4/10/1998,50,9,0,0
4/11/1998,63,M,0,0
4/12/1998,70,29,0,0
4/13/1998,68,11,0,0
4/14/1998,57,M,0,0
4/15/1998,56,20,0.1,T
4/16/1998,45,16,0.38,4.5
4/17/1998,55,5,T,T
4/18/1998,44,-8,0.1,1
4/19/1998,40,-3,0,0
4/20/1998,55,15,0.03,T
4/21/1998,47,17,0.06,0
4/22/1998,55,2,0,0
4/23/1998,65,M,0,0
4/24/1998,75,18,0,0
4/25/1998,71,M,0.01,0
4/26/1998,61,22,0.24,2.5
4/27/1998,42,17,0.05,0
4/28/1998,53,19,0,0
4/29/1998,57,11,0,0
4/30/1998,63,12,0,0
5/1/1998,67,18,0,0
5/2/1998,63,6,0,M
5/3/1998,67,9,0,0
5/4/1998,72,17,0,0
5/5/1998,74,20,0.33,0
5/6/1998,65,24,0.01,0
5/7/1998,63,24,0.51,0
5/8/1998,63,19,0,0
5/9/1998,63,20,0.11,0
5/10/1998,63,21,T,0
5/11/1998,71,21,0,0
5/12/1998,68,24,0,0
5/13/1998,67,24,0,0
5/14/1998,71,M,0,0
5/15/1998,61,24,0,0
5/16/1998,67,18,0,0
5/17/1998,73,20,0,0
5/18/1998,79,29,0,0
5/19/1998,77,29,0,0
5/20/1998,80,29,0,0
5/21/1998,78,M,0,0
5/22/1998,76,36,0,0
5/23/1998,69,29,0,0
5/24/1998,69,23,0,0
5/25/1998,62,25,0.02,0
5/26/1998,73,M,0.29,0
5/27/1998,74,26,0,0
5/28/1998,80,27,0,0
5/29/1998,83,28,0,0
5/30/1998,83,M,0,0
5/31/1998,80,25,0,0
6/1/1998,76,M,0,0
6/2/1998,85,28,0,0
6/3/1998,88,31,0,0
6/4/1998,67,28,0,M
6/5/1998,57,25,0.15,0
6/6/1998,56,18,0.42,0
6/7/1998,67,22,0,0
6/8/1998,75,M,0,0
6/9/1998,66,29,0.05,0
6/10/1998,72,24,0,0
6/11/1998,70,28,0,0
6/12/1998,72,28,0,0
6/13/1998,79,29,0,0
6/14/1998,75,25,0,0
6/15/1998,72,30,0.56,0
6/16/1998,68,29,0,0
6/17/1998,76,30,0,0
6/18/1998,70,35,0,M
6/19/1998,75,28,0,0
6/20/1998,85,M,0,0
6/21/1998,82,33,0,0
6/22/1998,77,35,0.14,0
6/23/1998,80,33,0,0
6/24/1998,84,27,0,0
6/25/1998,84,29,0,0
6/26/1998,87,M,0,0
6/27/1998,91,32,0,M
6/28/1998,91,M,0,M
6/29/1998,92,38,0,0
6/30/1998,92,40,0,0
7/1/1998,85,38,0,0
7/2/1998,90,41,0,0
7/3/1998,93,38,0.05,0
7/4/1998,87,38,T,0
7/5/1998,85,39,0.15,0
