Hour,Total Outflow cfs,Generation Flow cfs,Spill cfs,Forebay Elevation,Tailwater Elevation,Average Head,Date
15,1620,1620,0,1198.7,1109.62,89.08,10/11/2024
16,1610,1610,0,1197.58,1109.65,87.93,10/11/2024
17,1620,1620,0,1198.23,1109.62,88.61,10/11/2024
18,1610,1610,0,1199.1,1109.62,89.48,10/11/2024
19,1620,1620,0,1199.93,1109.67,90.26,10/11/2024
20,1610,1610,0,1200.72,1109.63,91.09,10/11/2024
21,1620,1620,0,1200.6,1109.62,90.98,10/11/2024
22,1620,1620,0,1200.3,1109.66,90.64,10/11/2024
23,1610,1610,0,1200,1109.63,90.37,10/11/2024
24,1620,1620,0,1199.69,1109.64,90.05,10/11/2024
,,,,,,,10/11/2024
AVG,1616,1616,0,1199.57,1109.63,89.94,10/11/2024
,,,,,,,10/11/2024
MAX,1630,1630,0,1201.94,1109.69,92.25,10/11/2024
MIN,1610,1610,0,1197.58,1109.57,87.93,10/11/2024
1,1610,1610,0,1199.38,1109.65,89.73,10/12/2024
2,1610,1610,0,1199.08,1109.63,89.45,10/12/2024
3,1620,1620,0,1198.78,1109.62,89.16,10/12/2024
4,1620,1620,0,1198.45,1109.64,88.81,10/12/2024
5,1610,1610,0,1198.13,1109.58,88.55,10/12/2024
6,1610,1610,0,1197.81,1109.57,88.24,10/12/2024
7,1590,1590,0,1197.52,1109.59,87.93,10/12/2024
8,1610,1610,0,1198.4,1109.6,88.8,10/12/2024
9,1610,1610,0,1199.26,1109.65,89.61,10/12/2024
10,1610,1610,0,1200.11,1109.66,90.45,10/12/2024
11,1630,1630,0,1200.93,1109.7,91.23,10/12/2024
12,1630,1630,0,1201.69,1109.66,92.03,10/12/2024
13,1630,1630,0,1200.69,1109.67,91.02,10/12/2024
14,1630,1630,0,1199.58,1109.59,89.99,10/12/2024
15,1620,1620,0,1198.44,1109.65,88.79,10/12/2024
16,1620,1620,0,1197.31,1109.64,87.67,10/12/2024
17,1610,1610,0,1197.98,1109.61,88.37,10/12/2024
18,1590,1590,0,1198.85,1109.63,89.22,10/12/2024
19,1610,1610,0,1199.69,1109.62,90.07,10/12/2024
20,1610,1610,0,1200.49,1109.66,90.83,10/12/2024
21,1620,1620,0,1200.37,1109.67,90.7,10/12/2024
22,1630,1630,0,1200.06,1109.68,90.38,10/12/2024
23,1610,1610,0,1199.76,1109.59,90.17,10/12/2024
24,1610,1610,0,1199.46,1109.61,89.85,10/12/2024
,,,,,,,10/12/2024
AVG,1615,1615,0,1199.26,1109.63,89.63,10/12/2024
,,,,,,,10/12/2024
MAX,1630,1630,0,1201.69,1109.7,92.03,10/12/2024
MIN,1590,1590,0,1197.31,1109.57,87.67,10/12/2024
1,1620,1620,0,1199.13,1109.65,89.48,10/13/2024
2,1610,1610,0,1198.82,1109.63,89.19,10/13/2024
3,1620,1620,0,1198.55,1109.64,88.91,10/13/2024
4,1610,1610,0,1198.28,1109.63,88.65,10/13/2024
5,1610,1610,0,1198.01,1109.6,88.41,10/13/2024
6,1610,1610,0,1197.73,1109.61,88.12,10/13/2024
7,1610,1610,0,1197.48,1109.6,87.88,10/13/2024
8,1610,1610,0,1199.12,1109.64,89.48,10/13/2024
9,1610,1610,0,1200.08,1109.6,90.48,10/13/2024
10,1630,1630,0,1200.88,1109.65,91.23,10/13/2024
11,1630,1630,0,1201.67,1109.66,92.01,10/13/2024
12,1630,1630,0,1202.43,1109.68,92.75,10/13/2024
13,1640,1640,0,1201.43,1109.69,91.74,10/13/2024
14,1630,1630,0,1200.32,1109.62,90.7,10/13/2024
15,1630,1630,0,1199.2,1109.61,89.59,10/13/2024
16,1610,1610,0,1198.12,1109.66,88.46,10/13/2024
17,1630,1630,0,1198.8,1109.66,89.14,10/13/2024
18,1610,1610,0,1199.63,1109.62,90.01,10/13/2024
19,1630,1630,0,1200.44,1109.64,90.8,10/13/2024
20,1620,1620,0,1201.22,1109.63,91.59,10/13/2024
21,1620,1620,0,1201.13,1109.64,91.49,10/13/2024
22,1620,1620,0,1200.87,1109.62,91.25,10/13/2024
23,1620,1620,0,1200.59,1109.62,90.97,10/13/2024
24,1620,1620,0,1200.3,1109.64,90.66,10/13/2024
,,,,,,,10/13/2024
AVG,1620,1620,0,1199.76,1109.63,90.12,10/13/2024
,,,,,,,10/13/2024
MAX,1640,1640,0,1202.43,1109.69,92.75,10/13/2024
MIN,1610,1610,0,1197.48,1109.6,87.88,10/13/2024
1,1610,1610,0,1200.02,1109.6,90.42,10/14/2024
2,1620,1620,0,1199.73,1109.61,90.12,10/14/2024
3,1620,1620,0,1199.43,1109.65,89.78,10/14/2024
4,1610,1610,0,1199.14,1109.65,89.49,10/14/2024
5,1610,1610,0,1198.85,1109.64,89.21,10/14/2024
6,1620,1620,0,1198.54,1109.65,88.89,10/14/2024
7,1620,1620,0,1198.26,1109.59,88.67,10/14/2024
8,1620,1620,0,1199.07,1109.63,89.44,10/14/2024
9,1620,1620,0,1199.9,1109.61,90.29,10/14/2024
10,1630,1630,0,1200.74,1109.62,91.12,10/14/2024
11,1610,1610,0,1201.53,1109.65,91.88,10/14/2024
12,1630,1630,0,1202.29,1109.66,92.63,10/14/2024
13,1630,1630,0,1201.29,1109.61,91.68,10/14/2024
14,1630,1630,0,1200.18,1109.64,90.54,10/14/2024
15,1610,1610,0,1199.07,1109.61,89.46,10/14/2024
16,1610,1610,0,1197.98,1109.63,88.35,10/14/2024
17,1620,1620,0,1198.65,1109.61,89.04,10/14/2024
18,1620,1620,0,1199.52,1109.63,89.89,10/14/2024
19,1610,1610,0,1200.33,1109.61,90.72,10/14/2024
20,1630,1630,0,1201.13,1109.64,91.49,10/14/2024
21,1620,1620,0,1201,1109.69,91.31,10/14/2024
22,1610,1610,0,1200.7,1109.65,91.05,10/14/2024
23,1620,1620,0,1200.39,1109.61,90.78,10/14/2024
24,1620,1620,0,1200.08,1109.62,90.46,10/14/2024
,,,,,,,10/14/2024
AVG,1619,1619,0,1199.91,1109.63,90.28,10/14/2024
,,,,,,,10/14/2024
MAX,1630,1630,0,1202.29,1109.69,92.63,10/14/2024
MIN,1610,1610,0,1197.98,1109.59,88.35,10/14/2024
1,1610,1610,0,1199.78,1109.63,90.15,10/15/2024
2,1620,1620,0,1199.46,1109.62,89.84,10/15/2024
3,1620,1620,0,1199.13,1109.62,89.51,10/15/2024
4,1610,1610,0,1198.82,1109.6,89.22,10/15/2024
5,1620,1620,0,1198.5,1109.62,88.88,10/15/2024
6,1630,1630,0,1198.15,1109.64,88.51,10/15/2024
7,1620,1620,0,1197.85,1109.63,88.22,10/15/2024
8,1590,1590,0,1198.55,1109.62,88.93,10/15/2024
9,1620,1620,0,1199.41,1109.67,89.74,10/15/2024
10,1610,1610,0,1200.25,1109.63,90.62,10/15/2024
11,1630,1630,0,1201.08,1109.67,91.41,10/15/2024
12,1630,1630,0,1201.85,1109.65,92.2,10/15/2024
13,1630,1630,0,1200.85,1109.64,91.21,10/15/2024
14,1630,1630,0,1199.75,1109.62,90.13,10/15/2024
15,1610,1610,0,1198.62,1109.61,89.01,10/15/2024
16,1620,1620,0,1197.51,1109.64,87.87,10/15/2024
17,1620,1620,0,1198.2,1109.66,88.54,10/15/2024
18,1610,1610,0,1199.07,1109.6,89.47,10/15/2024
19,1610,1610,0,1199.92,1109.59,90.33,10/15/2024
20,1620,1620,0,1200.72,1109.67,91.05,10/15/2024
21,1630,1630,0,1200.53,1109.66,90.87,10/15/2024
22,1620,1620,0,1200.21,1109.63,90.58,10/15/2024
23,1620,1620,0,1199.9,1109.63,90.27,10/15/2024
24,1620,1620,0,1199.59,1109.62,89.97,10/15/2024
,,,,,,,10/15/2024
AVG,1619,1619,0,1199.49,1109.63,89.86,10/15/2024
,,,,,,,10/15/2024
MAX,1630,1630,0,1201.85,1109.67,92.2,10/15/2024
MIN,1590,1590,0,1197.51,1109.59,87.87,10/15/2024
1,1610,1610,0,1199.27,1109.62,89.65,10/16/2024
2,1620,1620,0,1198.94,1109.62,89.32,10/16/2024
3,1590,1590,0,1198.63,1109.62,89.01,10/16/2024
4,1560,1560,0,1198.34,1109.57,88.77,10/16/2024
5,1450,1450,0,1198.1,1109.39,88.71,10/16/2024
6,1430,1430,0,1197.9,1109.33,88.57,10/16/2024
7,1380,1380,0,1197.75,1109.23,88.52,10/16/2024
8,1330,1330,0,1198.71,1109.23,89.48,10/16/2024
9,1330,1330,0,1199.82,1109.13,90.69,10/16/2024
10,1310,1310,0,1200.85,1109.18,91.67,10/16/2024
11,1310,1310,0,1200.08,1109.11,90.97,10/16/2024
12,1300,1300,0,1199.2,1109.13,90.07,10/16/2024
13,1290,1290,0,1198.3,1109.15,89.15,10/16/2024
14,1300,1300,0,1197.39,1109.09,88.3,10/16/2024
15,1310,1310,0,1196.45,1109.14,87.31,10/16/2024
16,1300,1300,0,1195.49,1109.18,86.31,10/16/2024
17,1300,1300,0,1196.43,1109.15,87.28,10/16/2024
18,1310,1310,0,1197.6,1109.14,88.46,10/16/2024
19,1300,1300,0,1198.74,1109.14,89.6,10/16/2024
20,1310,1310,0,1199.83,1109.16,90.67,10/16/2024
21,1310,1310,0,1199.76,1109.15,90.61,10/16/2024
22,1320,1320,0,1199.52,1109.14,90.38,10/16/2024
23,1300,1300,0,1199.3,1109.17,90.13,10/16/2024
24,1290,1290,0,1199.12,1109.15,89.97,10/16/2024
,,,,,,,10/16/2024
AVG,1369,1369,0,1198.56,1109.25,89.32,10/16/2024
,,,,,,,10/16/2024
MAX,1620,1620,0,1200.85,1109.62,91.67,10/16/2024
MIN,1290,1290,0,1195.49,1109.09,86.31,10/16/2024
1,1310,1310,0,1198.95,1109.15,89.8,10/17/2024
2,1310,1310,0,1198.78,1109.11,89.67,10/17/2024
3,1310,1310,0,1198.58,1109.19,89.39,10/17/2024
4,1320,1320,0,1198.4,1109.17,89.23,10/17/2024
5,1320,1320,0,1198.21,1109.18,89.03,10/17/2024
6,1310,1310,0,1198.03,1109.16,88.87,10/17/2024
7,1310,1310,0,1197.86,1109.15,88.71,10/17/2024
8,1320,1320,0,1198.91,1109.22,89.69,10/17/2024
9,1300,1300,0,1200.02,1109.12,90.9,10/17/2024
10,1300,1300,0,1201.07,1109.21,91.86,10/17/2024
11,1310,1310,0,1200.3,1109.16,91.14,10/17/2024
12,1290,1290,0,1199.44,1109.21,90.23,10/17/2024
13,1310,1310,0,1198.53,1109.13,89.4,10/17/2024
14,1290,1290,0,1197.62,1109.15,88.47,10/17/2024
15,1300,1300,0,1196.7,1109.13,87.57,10/17/2024
16,1300,1300,0,1195.76,1109.14,86.62,10/17/2024
17,1320,1320,0,1196.7,1109.14,87.56,10/17/2024
18,1310,1310,0,1197.87,1109.12,88.75,10/17/2024
19,1300,1300,0,1199.01,1109.11,89.9,10/17/2024
20,1320,1320,0,1200.1,1109.15,90.95,10/17/2024
21,1300,1300,0,1200.11,1109.16,90.95,10/17/2024
22,1310,1310,0,1199.97,1109.18,90.79,10/17/2024
23,1300,1300,0,1199.81,1109.2,90.61,10/17/2024
24,1300,1300,0,1199.66,1109.12,90.54,10/17/2024
,,,,,,,10/17/2024
AVG,1307,1307,0,1198.77,1109.16,89.61,10/17/2024
,,,,,,,10/17/2024
MAX,1320,1320,0,1201.07,1109.22,91.86,10/17/2024
MIN,1290,1290,0,1195.76,1109.11,86.62,10/17/2024
1,1300,1300,0,1199.89,1109.17,90.72,10/18/2024
2,1300,1300,0,1200.18,1109.1,91.08,10/18/2024
3,1320,1320,0,1200.44,1109.16,91.28,10/18/2024
4,1310,1310,0,1200.71,1109.14,91.57,10/18/2024
5,1330,1330,0,1200.97,1109.16,91.81,10/18/2024
6,1320,1320,0,1201.22,1109.15,92.07,10/18/2024
7,1320,1320,0,1201.46,1109.15,92.31,10/18/2024
8,1310,1310,0,1201.72,1109.17,92.55,10/18/2024
9,1290,1290,0,1200.81,1109.13,91.68,10/18/2024
10,1310,1310,0,1199.95,1109.17,90.78,10/18/2024
11,1300,1300,0,1199.06,1109.14,89.92,10/18/2024
12,1300,1300,0,1198.16,1109.08,89.08,10/18/2024
13,1260,1260,0,1197.26,1109.12,88.14,10/18/2024
14,1280,1280,0,1196.3,1109.13,87.17,10/18/2024
15,1280,1280,0,1195.34,1109.11,86.23,10/18/2024
16,1260,1260,0,1194.34,1109.09,85.25,10/18/2024
17,1270,1270,0,1193.35,1109.09,84.26,10/18/2024
18,1270,1270,0,1194.32,1109.15,85.17,10/18/2024
19,1290,1290,0,1195.54,1109.1,86.44,10/18/2024
20,1300,1300,0,1196.74,1109.15,87.59,10/18/2024
21,1290,1290,0,1197.89,1109.17,88.72,10/18/2024
22,1300,1300,0,1198.32,1109.13,89.19,10/18/2024
23,1290,1290,0,1198.62,1109.16,89.46,10/18/2024
24,1290,1290,0,1198.89,1109.15,89.74,10/18/2024
,,,,,,,10/18/2024
AVG,1295,1295,0,1198.39,1109.14,89.26,10/18/2024
,,,,,,,10/18/2024
MAX,1330,1330,0,1201.72,1109.17,92.55,10/18/2024
MIN,1260,1260,0,1193.35,1109.08,84.26,10/18/2024
1,1290,1290,0,1199.15,1109.11,90.04,10/19/2024
2,1300,1300,0,1199.42,1109.15,90.27,10/19/2024
3,1310,1310,0,1199.66,1109.21,90.45,10/19/2024
4,1310,1310,0,1199.9,1109.16,90.74,10/19/2024
5,1310,1310,0,1200.14,1109.16,90.98,10/19/2024
6,1330,1330,0,1200.36,1109.13,91.23,10/19/2024
7,1330,1330,0,1200.59,1109.25,91.34,10/19/2024
8,1290,1290,0,1200.82,1109.21,91.61,10/19/2024
9,1330,1330,0,1200.57,1109.13,91.44,10/19/2024
10,1270,1270,0,1199.7,1109.09,90.61,10/19/2024
11,1290,1290,0,1198.82,1109.13,89.69,10/19/2024
12,1260,1260,0,1197.93,1109.11,88.82,10/19/2024
13,1270,1270,0,1197.02,1109.11,87.91,10/19/2024
14,1280,1280,0,1196.07,1109.18,86.89,10/19/2024
15,1260,1260,0,1195.1,1109.08,86.02,10/19/2024
16,1240,1240,0,1194.12,1109.11,85.01,10/19/2024
17,1280,1280,0,1193.12,1109.1,84.02,10/19/2024
18,1270,1270,0,1194.12,1109.13,84.99,10/19/2024
19,1260,1260,0,1195.37,1109.06,86.31,10/19/2024
20,1270,1270,0,1196.57,1109.11,87.46,10/19/2024
21,1280,1280,0,1197.99,1109.14,88.85,10/19/2024
22,1280,1280,0,1198.5,1109.14,89.36,10/19/2024
23,1260,1260,0,1198.79,1109.15,89.64,10/19/2024
24,1260,1260,0,1199.07,1109.08,89.99,10/19/2024
,,,,,,,10/19/2024
AVG,1285,1285,0,1198.04,1109.13,88.9,10/19/2024
,,,,,,,10/19/2024
MAX,1330,1330,0,1200.82,1109.25,91.61,10/19/2024
MIN,1240,1240,0,1193.12,1109.06,84.02,10/19/2024
1,1280,1280,0,1199.34,1109.07,90.27,10/20/2024
2,1280,1280,0,1199.6,1109.14,90.46,10/20/2024
3,1290,1290,0,1199.86,1109.14,90.72,10/20/2024
4,1290,1290,0,1200.1,1109.14,90.96,10/20/2024
5,1290,1290,0,1200.35,1109.17,91.18,10/20/2024
6,1300,1300,0,1200.58,1109.09,91.49,10/20/2024
7,1280,1280,0,1200.83,1109.14,91.69,10/20/2024
8,1290,1290,0,1201.07,1109.11,91.96,10/20/2024
9,1270,1270,0,1200.4,1109.12,91.28,10/20/2024
10,1280,1280,0,1199.56,1109.1,90.46,10/20/2024
11,1280,1280,0,1198.63,1109.13,89.5,10/20/2024
12,1270,1270,0,1197.72,1109.14,88.58,10/20/2024
13,1300,1300,0,1196.79,1109.14,87.65,10/20/2024
14,1290,1290,0,1195.82,1109.13,86.69,10/20/2024
15,1260,1260,0,1194.86,1109.1,85.76,10/20/2024
16,1270,1270,0,1193.84,1109.14,84.7,10/20/2024
17,1300,1300,0,1192.82,1109.13,83.69,10/20/2024
18,1270,1270,0,1193.82,1109.08,84.74,10/20/2024
19,1270,1270,0,1195.1,1109.12,85.98,10/20/2024
20,1280,1280,0,1196.35,1109.14,87.21,10/20/2024
21,1280,1280,0,1197.82,1109.18,88.64,10/20/2024
22,1290,1290,0,1198.36,1109.17,89.19,10/20/2024
23,1290,1290,0,1198.62,1109.18,89.44,10/20/2024
24,1300,1300,0,1198.89,1109.18,89.71,10/20/2024
,,,,,,,10/20/2024
AVG,1283,1283,0,1197.96,1109.13,88.83,10/20/2024
,,,,,,,10/20/2024
MAX,1300,1300,0,1201.07,1109.18,91.96,10/20/2024
MIN,1260,1260,0,1192.82,1109.07,83.69,10/20/2024
1,1290,1290,0,1199.16,1109.19,89.97,10/21/2024
2,1300,1300,0,1199.4,1109.14,90.26,10/21/2024
3,1300,1300,0,1199.66,1109.18,90.48,10/21/2024
4,1310,1310,0,1199.9,1109.13,90.77,10/21/2024
5,1320,1320,0,1200.13,1109.15,90.98,10/21/2024
6,1310,1310,0,1200.34,1109.11,91.23,10/21/2024
7,1320,1320,0,1200.58,1109.17,91.41,10/21/2024
8,1300,1300,0,1200.83,1109.2,91.63,10/21/2024
9,1310,1310,0,1200.58,1109.15,91.43,10/21/2024
10,1300,1300,0,1199.69,1109.16,90.53,10/21/2024
11,1290,1290,0,1198.8,1109.14,89.66,10/21/2024
12,1280,1280,0,1197.9,1109.14,88.76,10/21/2024
13,1290,1290,0,1196.99,1109.15,87.84,10/21/2024
14,1280,1280,0,1196.03,1109.13,86.9,10/21/2024
15,1280,1280,0,1195.06,1109.12,85.94,10/21/2024
16,1280,1280,0,1194.08,1109.14,84.94,10/21/2024
17,1310,1310,0,1193.06,1109.14,83.92,10/21/2024
18,1280,1280,0,1194.06,1109.09,84.97,10/21/2024
19,1270,1270,0,1195.31,1109.14,86.17,10/21/2024
20,1280,1280,0,1196.54,1109.13,87.41,10/21/2024
21,1290,1290,0,1198.21,1109.16,89.05,10/21/2024
22,1280,1280,0,1198.7,1109.2,89.5,10/21/2024
23,1280,1280,0,1198.98,1109.14,89.84,10/21/2024
24,1290,1290,0,1199.24,1109.2,90.04,10/21/2024
,,,,,,,10/21/2024
AVG,1293,1293,0,1198.05,1109.15,88.9,10/21/2024
,,,,,,,10/21/2024
MAX,1320,1320,0,1200.83,1109.2,91.63,10/21/2024
MIN,1270,1270,0,1193.06,1109.09,83.92,10/21/2024
1,1290,1290,0,1199.51,1109.15,90.36,10/22/2024
2,1300,1300,0,1199.76,1109.18,90.58,10/22/2024
3,1320,1320,0,1200,1109.15,90.85,10/22/2024
4,1300,1300,0,1200.23,1109.13,91.1,10/22/2024
5,1310,1310,0,1200.47,1109.18,91.29,10/22/2024
6,1330,1330,0,1200.69,1109.2,91.49,10/22/2024
7,1330,1330,0,1200.91,1109.22,91.69,10/22/2024
8,1300,1300,0,1201.14,1109.16,91.98,10/22/2024
9,1290,1290,0,1200.7,1109.15,91.55,10/22/2024
10,1280,1280,0,1199.77,1109.19,90.58,10/22/2024
11,1310,1310,0,1198.87,1109.18,89.69,10/22/2024
12,1290,1290,0,1197.96,1109.17,88.79,10/22/2024
13,1300,1300,0,1197.03,1109.19,87.84,10/22/2024
14,1280,1280,0,1196.08,1109.14,86.94,10/22/2024
15,1280,1280,0,1195.1,1109.09,86.01,10/22/2024
16,1300,1300,0,1194.1,1109.12,84.98,10/22/2024
17,1310,1310,0,1193.07,1109.15,83.92,10/22/2024
18,1280,1280,0,1194.05,1109.14,84.91,10/22/2024
19,1290,1290,0,1195.3,1109.09,86.21,10/22/2024
20,1290,1290,0,1196.51,1109.15,87.36,10/22/2024
21,1290,1290,0,1198.16,1109.13,89.03,10/22/2024
22,1290,1290,0,1198.62,1109.17,89.45,10/22/2024
23,1290,1290,0,1198.9,1109.13,89.77,10/22/2024
24,1290,1290,0,1199.15,1109.17,89.98,10/22/2024
,,,,,,,10/22/2024
AVG,1298,1298,0,1198.17,1109.16,89.01,10/22/2024
,,,,,,,10/22/2024
MAX,1330,1330,0,1201.14,1109.22,91.98,10/22/2024
MIN,1280,1280,0,1193.07,1109.09,83.92,10/22/2024
1,1300,1300,0,1199.39,1109.16,90.23,10/23/2024
2,1310,1310,0,1199.62,1109.15,90.47,10/23/2024
3,1320,1320,0,1199.85,1109.17,90.68,10/23/2024
4,1320,1320,0,1200.07,1109.18,90.89,10/23/2024
5,1330,1330,0,1200.28,1109.2,91.08,10/23/2024
6,1320,1320,0,1200.5,1109.2,91.3,10/23/2024
7,1320,1320,0,1200.71,1109.16,91.55,10/23/2024
8,1290,1290,0,1200.94,1109.13,91.81,10/23/2024
9,1300,1300,0,1200.5,1109.2,91.3,10/23/2024
10,1310,1310,0,1199.65,1109.14,90.51,10/23/2024
11,1290,1290,0,1198.74,1109.2,89.54,10/23/2024
12,1290,1290,0,1197.83,1109.11,88.72,10/23/2024
13,1290,1290,0,1196.91,1109.17,87.74,10/23/2024
14,1290,1290,0,1195.95,1109.16,86.79,10/23/2024
15,1280,1280,0,1194.97,1109.09,85.88,10/23/2024
16,1300,1300,0,1193.97,1109.15,84.82,10/23/2024
17,1300,1300,0,1192.94,1109.13,83.81,10/23/2024
18,1280,1280,0,1193.94,1109.17,84.77,10/23/2024
19,1280,1280,0,1195.19,1109.15,86.04,10/23/2024
20,1270,1270,0,1196.41,1109.11,87.3,10/23/2024
21,1280,1280,0,1198.14,1109.2,88.94,10/23/2024
22,1290,1290,0,1198.71,1109.16,89.55,10/23/2024
23,1310,1310,0,1199.04,1109.19,89.85,10/23/2024
24,1300,1300,0,1199.37,1109.12,90.25,10/23/2024
,,,,,,,10/23/2024
AVG,1299,1299,0,1198.07,1109.16,88.91,10/23/2024
,,,,,,,10/23/2024
MAX,1330,1330,0,1200.94,1109.2,91.81,10/23/2024
MIN,1270,1270,0,1192.94,1109.09,83.81,10/23/2024
1,1300,1300,0,1199.68,1109.15,90.53,10/24/2024
2,1300,1300,0,1199.98,1109.12,90.86,10/24/2024
3,1300,1300,0,1200.27,1109.18,91.09,10/24/2024
4,1310,1310,0,1200.57,1109.19,91.38,10/24/2024
5,1320,1320,0,1200.85,1109.15,91.7,10/24/2024
6,1320,1320,0,1201.13,1109.18,91.95,10/24/2024
7,1320,1320,0,1201.4,1109.16,92.24,10/24/2024
8,1310,1310,0,1201.69,1109.17,92.52,10/24/2024
9,1320,1320,0,1200.75,1109.18,91.57,10/24/2024
10,1290,1290,0,1199.88,1109.15,90.73,10/24/2024
11,1290,1290,0,1198.99,1109.11,89.88,10/24/2024
12,1290,1290,0,1198.07,1109.17,88.9,10/24/2024
13,1280,1280,0,1197.15,1109.13,88.02,10/24/2024
14,1280,1280,0,1196.19,1109.11,87.08,10/24/2024
15,1280,1280,0,1195.2,1109.13,86.07,10/24/2024
16,1280,1280,0,1194.21,1109.13,85.08,10/24/2024
17,1290,1290,0,1193.18,1109.12,84.06,10/24/2024
18,1280,1280,0,1194.18,1109.16,85.02,10/24/2024
19,1280,1280,0,1195.42,1109.13,86.29,10/24/2024
20,1300,1300,0,1196.64,1109.2,87.44,10/24/2024
21,1300,1300,0,1197.8,1109.21,88.59,10/24/2024
22,1300,1300,0,1198.22,1109.2,89.02,10/24/2024
23,1290,1290,0,1198.58,1109.2,89.38,10/24/2024
24,1290,1290,0,1198.91,1109.15,89.76,10/24/2024
,,,,,,,10/24/2024
AVG,1297,1297,0,1198.29,1109.16,89.13,10/24/2024
,,,,,,,10/24/2024
MAX,1320,1320,0,1201.69,1109.21,92.52,10/24/2024
MIN,1280,1280,0,1193.18,1109.11,84.06,10/24/2024
1,1300,1300,0,1199.23,1109.15,90.08,10/25/2024
2,1300,1300,0,1199.55,1109.16,90.39,10/25/2024
3,1300,1300,0,1199.86,1109.12,90.74,10/25/2024
4,1300,1300,0,1200.14,1109.2,90.94,10/25/2024
5,1320,1320,0,1200.43,1109.18,91.25,10/25/2024
6,1320,1320,0,1199.62,1109.21,90.41,10/25/2024
7,1330,1330,0,1200.58,1109.18,91.4,10/25/2024
8,1290,1290,0,1201.61,1109.14,92.47,10/25/2024
9,1320,1320,0,1202.56,1109.21,93.35,10/25/2024
10,1320,1320,0,1203.5,1109.19,94.31,10/25/2024
11,1320,1320,0,1202.72,1109.15,93.57,10/25/2024
12,1300,1300,0,1201.83,1109.18,92.65,10/25/2024
13,1300,1300,0,1200.96,1109.2,91.76,10/25/2024
14,1310,1310,0,1200.06,1109.18,90.88,10/25/2024
15,1310,1310,0,1199.14,1109.17,89.97,10/25/2024
16,1300,1300,0,1198.24,1109.16,89.08,10/25/2024
17,1310,1310,0,1197.32,1109.1,88.22,10/25/2024
18,1300,1300,0,1197.65,1109.17,88.48,10/25/2024
19,1280,1280,0,1198.01,1109.13,88.88,10/25/2024
20,1300,1300,0,1198.36,1109.15,89.21,10/25/2024
21,1300,1300,0,1198.66,1109.2,89.46,10/25/2024
22,1300,1300,0,1198.98,1109.21,89.77,10/25/2024
23,1290,1290,0,1199.29,1109.11,90.18,10/25/2024
24,1300,1300,0,1199.58,1109.11,90.47,10/25/2024
,,,,,,,10/25/2024
AVG,1305,1305,0,1199.91,1109.17,90.75,10/25/2024
,,,,,,,10/25/2024
MAX,1330,1330,0,1203.5,1109.21,94.31,10/25/2024
MIN,1280,1280,0,1197.32,1109.1,88.22,10/25/2024
1,1300,1300,0,1199.89,1109.18,90.71,10/26/2024
2,1300,1300,0,1200.19,1109.12,91.07,10/26/2024
3,1310,1310,0,1200.47,1109.17,91.3,10/26/2024
4,1310,1310,0,1200.6,1109.15,91.45,10/26/2024
5,1300,1300,0,1199.7,1109.16,90.54,10/26/2024
6,1300,1300,0,1198.86,1109.18,89.68,10/26/2024
7,1310,1310,0,1199.86,1109.2,90.66,10/26/2024
8,1290,1290,0,1200.95,1109.13,91.82,10/26/2024
9,1300,1300,0,1202.01,1109.17,92.84,10/26/2024
10,1320,1320,0,1203.02,1109.15,93.87,10/26/2024
11,1320,1320,0,1202.25,1109.15,93.1,10/26/2024
12,1320,1320,0,1201.35,1109.16,92.19,10/26/2024
13,1320,1320,0,1200.46,1109.17,91.29,10/26/2024
14,1290,1290,0,1199.57,1109.16,90.41,10/26/2024
15,1310,1310,0,1198.66,1109.19,89.47,10/26/2024
16,1310,1310,0,1197.62,1109.2,88.42,10/26/2024
17,1320,1320,0,1196.67,1109.15,87.52,10/26/2024
18,1280,1280,0,1196.97,1109.14,87.83,10/26/2024
19,1280,1280,0,1197.32,1109.12,88.2,10/26/2024
20,1290,1290,0,1197.67,1109.15,88.52,10/26/2024
21,1310,1310,0,1197.99,1109.19,88.8,10/26/2024
22,1290,1290,0,1198.33,1109.2,89.13,10/26/2024
23,1290,1290,0,1198.65,1109.13,89.52,10/26/2024
24,1280,1280,0,1198.95,1109.17,89.78,10/26/2024
,,,,,,,10/26/2024
AVG,1302,1302,0,1199.5,1109.16,90.34,10/26/2024
,,,,,,,10/26/2024
MAX,1320,1320,0,1203.02,1109.2,93.87,10/26/2024
MIN,1280,1280,0,1196.67,1109.12,87.52,10/26/2024
1,1300,1300,0,1199.26,1109.18,90.08,10/27/2024
2,1300,1300,0,1199.55,1109.18,90.37,10/27/2024
3,1310,1310,0,1199.87,1109.16,90.71,10/27/2024
4,1340,1340,0,1200.17,1109.2,90.97,10/27/2024
5,1340,1340,0,1199.48,1109.2,90.28,10/27/2024
6,1400,1400,0,1198.62,1109.29,89.33,10/27/2024
7,1390,1390,0,1199.61,1109.29,90.32,10/27/2024
8,1410,1410,0,1200.71,1109.28,91.43,10/27/2024
9,1440,1440,0,1201.78,1109.33,92.45,10/27/2024
10,1400,1400,0,1202.8,1109.22,93.58,10/27/2024
11,1430,1430,0,1201.98,1109.32,92.66,10/27/2024
12,1420,1420,0,1201.04,1109.34,91.7,10/27/2024
13,1440,1440,0,1200.1,1109.32,90.78,10/27/2024
14,1430,1430,0,1199.15,1109.31,89.84,10/27/2024
