,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,Forebay Elevation,Tailwater Elevation,Average Head,Hope Gage Elevation,Date,0
28445,22,10.0,10.0,0.0,2050.9,2031.9,19.0,,2024-12-16,
28446,23,10.0,10.0,0.0,2050.9,2031.9,19.0,,2024-12-16,
28447,24,10.0,10.0,0.0,2050.9,2031.9,19.0,2051.26,2024-12-16,
28448,,,,,,,,,2024-12-16,
28449,AVG,7.84,7.84,0.0,2051.02,2031.4,19.62,2051.19,2024-12-16,
28450,,,,,,,,,2024-12-16,
28451,MAX,10.1,10.1,0.0,2051.2,2031.9,20.2,2051.26,2024-12-16,
28452,MIN,6.0,6.0,0.0,2050.9,2031.0,19.0,2051.12,2024-12-16,
28453,1,9.9,9.9,0.0,2051.0,2032.0,19.0,,2024-12-17,
28454,2,9.9,9.9,0.0,2051.0,2032.0,19.0,,2024-12-17,
28455,3,10.0,10.0,0.0,2051.0,2032.0,19.0,,2024-12-17,
28456,4,10.0,10.0,0.0,2051.0,2032.0,19.0,,2024-12-17,
28457,5,10.0,10.0,0.0,2051.0,2032.0,19.0,,2024-12-17,
28458,6,10.1,10.1,0.0,2051.0,2032.0,19.0,,2024-12-17,
28459,7,10.0,10.0,0.0,2051.0,2032.0,19.0,,2024-12-17,
28460,8,10.0,10.0,0.0,2051.0,2032.0,19.0,2051.26,2024-12-17,
28461,9,9.8,9.8,0.0,2051.0,2032.0,19.0,,2024-12-17,
28462,10,9.9,9.9,0.0,2051.0,2032.0,19.0,,2024-12-17,
28463,11,10.0,10.0,0.0,2051.0,2032.1,18.9,,2024-12-17,
28464,12,9.9,9.9,0.0,2051.0,2032.1,18.9,,2024-12-17,
28465,13,10.0,10.0,0.0,2051.0,2032.1,18.9,,2024-12-17,
28466,14,10.0,10.0,0.0,2051.0,2032.1,18.9,,2024-12-17,
28467,15,10.0,10.0,0.0,2051.1,2032.1,19.0,,2024-12-17,
28468,16,10.1,10.1,0.0,2051.0,2032.2,18.8,2051.32,2024-12-17,
28469,17,10.0,10.0,0.0,2051.1,2032.2,18.9,,2024-12-17,
28470,18,10.0,10.0,0.0,2051.1,2032.2,18.9,,2024-12-17,
28471,19,10.0,10.0,0.0,2051.1,2032.2,18.9,,2024-12-17,
28472,20,10.0,10.0,0.0,2051.1,2032.2,18.9,,2024-12-17,
28473,21,10.0,10.0,0.0,2051.1,2032.2,18.9,,2024-12-17,
28474,22,10.0,10.0,0.0,2051.1,2032.2,18.9,,2024-12-17,
28475,23,10.0,10.0,0.0,2051.1,2032.2,18.9,,2024-12-17,
28476,24,10.0,10.0,0.0,2051.2,2032.3,18.9,2051.45,2024-12-17,
28477,,,,,,,,,2024-12-17,
28478,AVG,9.98,9.98,0.0,2051.04,2032.1,18.94,2051.34,2024-12-17,
28479,,,,,,,,,2024-12-17,
28480,MAX,10.1,10.1,0.0,2051.2,2032.3,19.0,2051.45,2024-12-17,
28481,MIN,9.8,9.8,0.0,2051.0,2032.0,18.8,2051.26,2024-12-17,
28482,1,10.1,10.1,0.0,2051.2,2032.3,18.9,,2024-12-18,
28483,2,9.9,9.9,0.0,2051.2,2032.3,18.9,,2024-12-18,
28484,3,10.0,10.0,0.0,2051.2,2032.3,18.9,,2024-12-18,
28485,4,10.0,10.0,0.0,2051.3,2032.3,19.0,,2024-12-18,
28486,5,10.0,10.0,0.0,2051.2,2032.3,18.9,,2024-12-18,
28487,6,10.1,10.1,0.0,2051.2,2032.3,18.9,,2024-12-18,
28488,7,10.1,10.1,0.0,2051.2,2032.3,18.9,,2024-12-18,
28489,8,9.9,9.9,0.0,2051.2,2032.3,18.9,2051.46,2024-12-18,
28490,9,9.9,9.9,0.0,2051.2,2032.3,18.9,,2024-12-18,
28491,10,10.0,10.0,0.0,2051.1,2032.3,18.8,,2024-12-18,
28492,11,9.9,9.9,0.0,2050.9,2032.3,18.6,,2024-12-18,
28493,12,9.9,9.9,0.0,2050.7,2032.3,18.4,,2024-12-18,
28494,13,9.8,9.8,0.0,2050.5,2032.3,18.2,,2024-12-18,
28495,14,9.7,9.7,0.0,2050.7,2032.3,18.4,,2024-12-18,
28496,15,9.8,9.8,0.0,2050.8,2032.3,18.5,,2024-12-18,
28497,16,10.3,10.3,0.0,2051.0,2032.3,18.7,2051.45,2024-12-18,
28498,17,10.1,10.1,0.0,2051.1,2032.3,18.8,,2024-12-18,
28499,18,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-18,
28500,19,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-18,
28501,20,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-18,
28502,21,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-18,
28503,22,10.1,10.1,0.0,2051.1,2032.3,18.8,,2024-12-18,
28504,23,10.1,10.1,0.0,2051.1,2032.3,18.8,,2024-12-18,
28505,24,10.2,10.2,0.0,2051.1,2032.3,18.8,2051.44,2024-12-18,
28506,,,,,,,,,2024-12-18,
28507,AVG,10.03,10.03,0.0,2051.06,2032.3,18.76,2051.45,2024-12-18,
28508,,,,,,,,,2024-12-18,
28509,MAX,10.3,10.3,0.0,2051.3,2032.3,19.0,2051.46,2024-12-18,
28510,MIN,9.7,9.7,0.0,2050.5,2032.3,18.2,2051.44,2024-12-18,
28511,1,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-19,
28512,2,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-19,
28513,3,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-19,
28514,4,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-19,
28515,5,10.3,10.3,0.0,2051.1,2032.3,18.8,,2024-12-19,
28516,6,10.3,10.3,0.0,2051.1,2032.3,18.8,,2024-12-19,
28517,7,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-19,
28518,8,10.1,10.1,0.0,2051.1,2032.3,18.8,2051.41,2024-12-19,
28519,9,10.1,10.1,0.0,2051.1,2032.3,18.8,,2024-12-19,
28520,10,10.2,10.2,0.0,2051.1,2032.3,18.8,,2024-12-19,
28521,11,13.7,13.7,0.0,2050.8,2032.8,18.0,,2024-12-19,
28522,12,14.4,14.4,0.0,2050.7,2033.0,17.7,,2024-12-19,
28523,13,14.4,14.4,0.0,2050.7,2033.1,17.6,,2024-12-19,
28524,14,14.2,14.2,0.0,2050.8,2033.1,17.7,,2024-12-19,
28525,15,14.4,14.4,0.0,2050.8,2033.1,17.7,,2024-12-19,
28526,16,14.5,14.5,0.0,2050.8,2033.2,17.6,2051.49,2024-12-19,
28527,17,14.3,14.3,0.0,2050.8,2033.2,17.6,,2024-12-19,
28528,18,14.3,14.3,0.0,2050.8,2033.2,17.6,,2024-12-19,
28529,19,14.3,14.3,0.0,2050.8,2033.2,17.6,,2024-12-19,
28530,20,14.2,14.2,0.0,2050.9,2033.2,17.7,,2024-12-19,
28531,21,14.2,14.2,0.0,2050.9,2033.2,17.7,,2024-12-19,
28532,22,14.1,14.1,0.0,2050.9,2033.2,17.7,,2024-12-19,
28533,23,14.1,14.1,0.0,2050.9,2033.2,17.7,,2024-12-19,
28534,24,14.1,14.1,0.0,2050.9,2033.2,17.7,2051.57,2024-12-19,
28535,,,,,,,,,2024-12-19,
28536,AVG,12.55,12.55,0.0,2050.94,2032.79,18.15,2051.49,2024-12-19,
28537,,,,,,,,,2024-12-19,
28538,MAX,14.5,14.5,0.0,2051.1,2033.2,18.8,2051.57,2024-12-19,
28539,MIN,10.1,10.1,0.0,2050.7,2032.3,17.6,2051.41,2024-12-19,
28540,1,14.2,14.2,0.0,2050.9,2033.2,17.7,,2024-12-20,
28541,2,14.1,14.1,0.0,2050.9,2033.2,17.7,,2024-12-20,
28542,3,14.2,14.2,0.0,2050.9,2033.2,17.7,,2024-12-20,
28543,4,14.1,14.1,0.0,2050.8,2033.3,17.5,,2024-12-20,
28544,5,14.2,14.2,0.0,2050.8,2033.3,17.5,,2024-12-20,
28545,6,14.5,14.5,0.0,2050.8,2033.3,17.5,,2024-12-20,
28546,7,14.4,14.4,0.0,2050.8,2033.4,17.4,,2024-12-20,
28547,8,14.1,14.1,0.0,2050.9,2033.3,17.6,2051.53,2024-12-20,
28548,9,14.0,14.0,0.0,2050.9,2033.3,17.6,,2024-12-20,
28549,10,14.2,14.2,0.0,2050.8,2033.4,17.4,,2024-12-20,
28550,11,15.8,15.8,0.0,2050.6,2033.6,17.0,,2024-12-20,
28551,12,15.9,15.9,0.0,2050.6,2033.6,17.0,,2024-12-20,
28552,13,16.5,16.5,0.0,2050.6,2033.7,16.9,,2024-12-20,
28553,14,16.6,16.6,0.0,2050.6,2033.7,16.9,,2024-12-20,
28554,15,16.5,16.5,0.0,2050.6,2033.8,16.8,,2024-12-20,
28555,16,16.5,16.5,0.0,2050.6,2033.8,16.8,2051.55,2024-12-20,
28556,17,16.2,16.2,0.0,2050.6,2033.7,16.9,,2024-12-20,
28557,18,16.1,16.1,0.0,2050.6,2033.7,16.9,,2024-12-20,
28558,19,16.2,16.2,0.0,2050.6,2033.7,16.9,,2024-12-20,
28559,20,16.2,16.2,0.0,2050.6,2033.8,16.8,,2024-12-20,
28560,21,16.2,16.2,0.0,2050.6,2033.8,16.8,,2024-12-20,
28561,22,16.2,16.2,0.0,2050.6,2033.8,16.8,,2024-12-20,
28562,23,16.0,16.0,0.0,2050.6,2033.7,16.9,,2024-12-20,
28563,24,16.2,16.2,0.0,2050.6,2033.8,16.8,2051.59,2024-12-20,
28564,,,,,,,,,2024-12-20,
28565,AVG,15.38,15.38,0.0,2050.7,2033.55,17.16,2051.56,2024-12-20,
28566,,,,,,,,,2024-12-20,
28567,MAX,16.6,16.6,0.0,2050.9,2033.8,17.7,2051.59,2024-12-20,
28568,MIN,14.0,14.0,0.0,2050.6,2033.2,16.8,2051.53,2024-12-20,
28569,1,16.2,16.2,0.0,2050.7,2033.8,16.9,,2024-12-21,
28570,2,16.2,16.2,0.0,2050.6,2033.8,16.8,,2024-12-21,
28571,3,16.1,16.1,0.0,2050.7,2033.8,16.9,,2024-12-21,
28572,4,16.1,16.1,0.0,2050.7,2033.8,16.9,,2024-12-21,
28573,5,16.3,16.3,0.0,2050.7,2033.8,16.9,,2024-12-21,
28574,6,16.2,16.2,0.0,2050.7,2033.8,16.9,,2024-12-21,
28575,7,16.2,16.2,0.0,2050.7,2033.8,16.9,,2024-12-21,
28576,8,15.9,15.9,0.0,2050.7,2033.8,16.9,2051.5,2024-12-21,
28577,9,16.1,16.1,0.0,2050.7,2033.8,16.9,,2024-12-21,
28578,10,16.1,16.1,0.0,2050.7,2033.8,16.9,,2024-12-21,
28579,11,16.0,16.0,0.0,2050.7,2033.8,16.9,,2024-12-21,
28580,12,16.0,16.0,0.0,2050.7,2033.8,16.9,,2024-12-21,
28581,13,16.1,16.1,0.0,2050.7,2033.8,16.9,,2024-12-21,
28582,14,16.2,16.2,0.0,2050.7,2033.8,16.9,,2024-12-21,
28583,15,16.2,16.2,0.0,2050.6,2033.8,16.8,,2024-12-21,
28584,16,16.3,16.3,0.0,2050.6,2033.8,16.8,2051.52,2024-12-21,
28585,17,16.2,16.2,0.0,2050.6,2033.8,16.8,,2024-12-21,
28586,18,16.2,16.2,0.0,2050.6,2033.8,16.8,,2024-12-21,
28587,19,16.2,16.2,0.0,2050.6,2033.9,16.7,,2024-12-21,
28588,20,16.1,16.1,0.0,2050.6,2033.8,16.8,,2024-12-21,
28589,21,16.0,16.0,0.0,2050.6,2033.8,16.8,,2024-12-21,
28590,22,15.9,15.9,0.0,2050.5,2033.8,16.7,,2024-12-21,
28591,23,15.9,15.9,0.0,2050.6,2033.8,16.8,,2024-12-21,
28592,24,16.1,16.1,0.0,2050.6,2033.8,16.8,2051.52,2024-12-21,
28593,,,,,,,,,2024-12-21,
28594,AVG,16.12,16.12,0.0,2050.65,2033.8,16.85,2051.51,2024-12-21,
28595,,,,,,,,,2024-12-21,
28596,MAX,16.3,16.3,0.0,2050.7,2033.9,16.9,2051.52,2024-12-21,
28597,MIN,15.9,15.9,0.0,2050.5,2033.8,16.7,2051.5,2024-12-21,
28598,1,16.1,16.1,0.0,2050.5,2033.8,16.7,,2024-12-22,
28599,2,16.0,16.0,0.0,2050.5,2033.8,16.7,,2024-12-22,
28600,3,15.9,15.9,0.0,2050.5,2033.8,16.7,,2024-12-22,
28601,4,15.9,15.9,0.0,2050.6,2033.8,16.8,,2024-12-22,
28602,5,16.0,16.0,0.0,2050.5,2033.8,16.7,,2024-12-22,
28603,6,16.0,16.0,0.0,2050.5,2033.8,16.7,,2024-12-22,
28604,7,16.1,16.1,0.0,2050.5,2033.9,16.6,,2024-12-22,
28605,8,16.0,16.0,0.0,2050.5,2033.9,16.6,2051.46,2024-12-22,
28606,9,16.1,16.1,0.0,2050.5,2033.8,16.7,,2024-12-22,
28607,10,16.0,16.0,0.0,2050.5,2033.8,16.7,,2024-12-22,
28608,11,16.0,16.0,0.0,2050.5,2033.9,16.6,,2024-12-22,
28609,12,16.0,16.0,0.0,2050.5,2033.9,16.6,,2024-12-22,
28610,13,16.1,16.1,0.0,2050.5,2033.9,16.6,,2024-12-22,
28611,14,16.1,16.1,0.0,2050.5,2033.9,16.6,,2024-12-22,
28612,15,16.1,16.1,0.0,2050.5,2033.9,16.6,,2024-12-22,
28613,16,15.7,15.7,0.0,2050.5,2033.8,16.7,2051.42,2024-12-22,
28614,17,16.0,16.0,0.0,2050.5,2033.9,16.6,,2024-12-22,
28615,18,16.0,16.0,0.0,2050.5,2033.9,16.6,,2024-12-22,
28616,19,16.0,16.0,0.0,2050.5,2033.9,16.6,,2024-12-22,
28617,20,16.0,16.0,0.0,2050.5,2033.9,16.6,,2024-12-22,
28618,21,15.9,15.9,0.0,2050.5,2033.9,16.6,,2024-12-22,
28619,22,16.0,16.0,0.0,2050.5,2033.8,16.7,,2024-12-22,
28620,23,15.9,15.9,0.0,2050.5,2033.8,16.7,,2024-12-22,
28621,24,15.9,15.9,0.0,2050.5,2033.8,16.7,2051.41,2024-12-22,
28622,,,,,,,,,2024-12-22,
28623,AVG,15.99,15.99,0.0,2050.5,2033.85,16.65,2051.43,2024-12-22,
28624,,,,,,,,,2024-12-22,
28625,MAX,16.1,16.1,0.0,2050.6,2033.9,16.8,2051.46,2024-12-22,
28626,MIN,15.7,15.7,0.0,2050.5,2033.8,16.6,2051.41,2024-12-22,
28627,1,15.9,15.9,0.0,2050.5,2033.8,16.7,,2024-12-23,
28628,2,15.9,15.9,0.0,2050.5,2033.9,16.6,,2024-12-23,
28629,3,15.9,15.9,0.0,2050.5,2033.9,16.6,,2024-12-23,
28630,4,16.0,16.0,0.0,2050.5,2033.9,16.6,,2024-12-23,
28631,5,15.9,15.9,0.0,2050.5,2033.9,16.6,,2024-12-23,
28632,6,15.8,15.8,0.0,2050.4,2033.8,16.6,,2024-12-23,
28633,7,16.0,16.0,0.0,2050.4,2033.9,16.5,,2024-12-23,
28634,8,16.0,16.0,0.0,2050.4,2033.9,16.5,2051.35,2024-12-23,
28635,9,15.9,15.9,0.0,2050.4,2033.9,16.5,,2024-12-23,
28636,10,15.8,15.8,0.0,2050.4,2033.8,16.6,,2024-12-23,
28637,11,15.8,15.8,0.0,2050.4,2033.8,16.6,,2024-12-23,
28638,12,15.8,15.8,0.0,2050.4,2033.8,16.6,,2024-12-23,
28639,13,15.7,15.7,0.0,2050.4,2033.8,16.6,,2024-12-23,
28640,14,15.7,15.7,0.0,2050.3,2033.8,16.5,,2024-12-23,
28641,15,15.8,15.8,0.0,2050.4,2033.8,16.6,,2024-12-23,
28642,16,15.9,15.9,0.0,2050.4,2033.8,16.6,2051.4,2024-12-23,
28643,17,16.0,16.0,0.0,2050.4,2033.9,16.5,,2024-12-23,
28644,18,15.8,15.8,0.0,2050.4,2033.8,16.6,,2024-12-23,
28645,19,15.7,15.7,0.0,2050.4,2033.8,16.6,,2024-12-23,
28646,20,15.9,15.9,0.0,2050.5,2033.8,16.7,,2024-12-23,
28647,21,16.0,16.0,0.0,2050.5,2033.8,16.7,,2024-12-23,
28648,22,16.1,16.1,0.0,2050.6,2033.8,16.8,,2024-12-23,
28649,23,15.8,15.8,0.0,2050.6,2033.8,16.8,,2024-12-23,
28650,24,15.9,15.9,0.0,2050.6,2033.8,16.8,2051.43,2024-12-23,
28651,,,,,,,,,2024-12-23,
28652,AVG,15.88,15.88,0.0,2050.45,2033.83,16.62,2051.39,2024-12-23,
28653,,,,,,,,,2024-12-23,
28654,MAX,16.1,16.1,0.0,2050.6,2033.9,16.8,2051.43,2024-12-23,
28655,MIN,15.7,15.7,0.0,2050.3,2033.8,16.5,2051.35,2024-12-23,
28656,1,16.2,16.2,0.0,2050.7,2033.8,16.9,,2024-12-24,
28657,2,16.0,16.0,0.0,2050.7,2033.9,16.8,,2024-12-24,
28658,3,15.9,15.9,0.0,2050.7,2033.9,16.8,,2024-12-24,
28659,4,16.0,16.0,0.0,2050.6,2033.9,16.7,,2024-12-24,
28660,5,16.1,16.1,0.0,2050.6,2033.9,16.7,,2024-12-24,
28661,6,16.2,16.2,0.0,2050.5,2033.9,16.6,,2024-12-24,
28662,7,16.1,16.1,0.0,2050.5,2033.9,16.6,,2024-12-24,
28663,8,15.9,15.9,0.0,2050.5,2033.9,16.6,2051.42,2024-12-24,
28664,9,15.9,15.9,0.0,2050.5,2033.9,16.6,,2024-12-24,
28665,10,16.1,16.1,0.0,2050.5,2033.9,16.6,,2024-12-24,
28666,11,16.0,16.0,0.0,2050.5,2033.9,16.6,,2024-12-24,
28667,12,15.9,15.9,0.0,2050.6,2033.9,16.7,,2024-12-24,
28668,13,15.8,15.8,0.0,2050.5,2033.9,16.6,,2024-12-24,
28669,14,15.8,15.8,0.0,2050.5,2033.9,16.6,,2024-12-24,
28670,15,16.1,16.1,0.0,2050.5,2033.9,16.6,,2024-12-24,
28671,16,15.8,15.8,0.0,2050.5,2033.9,16.6,2051.48,2024-12-24,
28672,17,15.7,15.7,0.0,2050.5,2033.9,16.6,,2024-12-24,
28673,18,15.6,15.6,0.0,2050.5,2033.8,16.7,,2024-12-24,
28674,19,15.9,15.9,0.0,2050.5,2033.8,16.7,,2024-12-24,
28675,20,16.1,16.1,0.0,2050.5,2033.8,16.7,,2024-12-24,
28676,21,16.2,16.2,0.0,2050.5,2033.9,16.6,,2024-12-24,
28677,22,15.9,15.9,0.0,2050.5,2033.8,16.7,,2024-12-24,
28678,23,16.1,16.1,0.0,2050.5,2033.9,16.6,,2024-12-24,
28679,24,16.0,16.0,0.0,2050.5,2033.9,16.6,2051.48,2024-12-24,
28680,,,,,,,,,2024-12-24,
28681,AVG,15.97,15.97,0.0,2050.54,2033.88,16.66,2051.46,2024-12-24,
28682,,,,,,,,,2024-12-24,
28683,MAX,16.2,16.2,0.0,2050.7,2033.9,16.9,2051.48,2024-12-24,
28684,MIN,15.6,15.6,0.0,2050.5,2033.8,16.6,2051.42,2024-12-24,
28685,1,16.0,16.0,0.0,2050.5,2033.9,16.6,,2024-12-25,
28686,2,16.1,16.1,0.0,2050.5,2033.9,16.6,,2024-12-25,
28687,3,15.8,15.8,0.0,2050.5,2033.9,16.6,,2024-12-25,
28688,4,15.9,15.9,0.0,2050.5,2033.9,16.6,,2024-12-25,
28689,5,16.0,16.0,0.0,2050.5,2033.8,16.7,,2024-12-25,
28690,6,16.0,16.0,0.0,2050.5,2033.8,16.7,,2024-12-25,
28691,7,16.3,16.3,0.0,2050.4,2033.9,16.5,,2024-12-25,
28692,8,16.1,16.1,0.0,2050.5,2033.9,16.6,2051.41,2024-12-25,
28693,9,16.2,16.2,0.0,2050.4,2033.9,16.5,,2024-12-25,
28694,10,13.4,13.4,0.0,2050.7,2033.5,17.2,,2024-12-25,
28695,11,13.0,13.0,0.0,2050.8,2033.4,17.4,,2024-12-25,
28696,12,13.0,13.0,0.0,2050.8,2033.4,17.4,,2024-12-25,
28697,13,13.0,13.0,0.0,2050.8,2033.4,17.4,,2024-12-25,
28698,14,13.1,13.1,0.0,2050.8,2033.4,17.4,,2024-12-25,
28699,15,13.1,13.1,0.0,2050.8,2033.4,17.4,,2024-12-25,
28700,16,13.2,13.2,0.0,2050.8,2033.4,17.4,2051.39,2024-12-25,
28701,17,12.9,12.9,0.0,2050.8,2033.3,17.5,,2024-12-25,
28702,18,12.9,12.9,0.0,2050.8,2033.3,17.5,,2024-12-25,
28703,19,13.0,13.0,0.0,2050.8,2033.3,17.5,,2024-12-25,
28704,20,13.0,13.0,0.0,2050.8,2033.3,17.5,,2024-12-25,
28705,21,12.9,12.9,0.0,2050.8,2033.3,17.5,,2024-12-25,
28706,22,13.0,13.0,0.0,2050.8,2033.3,17.5,,2024-12-25,
28707,23,13.1,13.1,0.0,2050.8,2033.3,17.5,,2024-12-25,
28708,24,13.0,13.0,0.0,2050.8,2033.3,17.5,2051.38,2024-12-25,
28709,,,,,,,,,2024-12-25,
28710,AVG,14.17,14.17,0.0,2050.68,2033.55,17.13,2051.39,2024-12-25,
28711,,,,,,,,,2024-12-25,
28712,MAX,16.3,16.3,0.0,2050.8,2033.9,17.5,2051.41,2024-12-25,
28713,MIN,12.9,12.9,0.0,2050.4,2033.3,16.5,2051.38,2024-12-25,
28714,1,13.1,13.1,0.0,2050.8,2033.3,17.5,,2024-12-26,
28715,2,13.0,13.0,0.0,2050.8,2033.3,17.5,,2024-12-26,
28716,3,13.1,13.1,0.0,2050.8,2033.2,17.6,,2024-12-26,
28717,4,13.2,13.2,0.0,2050.8,2033.3,17.5,,2024-12-26,
28718,5,13.2,13.2,0.0,2050.8,2033.3,17.5,,2024-12-26,
28719,6,13.1,13.1,0.0,2050.8,2033.3,17.5,,2024-12-26,
28720,7,13.2,13.2,0.0,2050.8,2033.2,17.6,,2024-12-26,
28721,8,13.2,13.2,0.0,2050.8,2033.2,17.6,2051.34,2024-12-26,
28722,9,13.2,13.2,0.0,2050.8,2033.2,17.6,,2024-12-26,
28723,10,13.1,13.1,0.0,2050.8,2033.2,17.6,,2024-12-26,
28724,11,13.0,13.0,0.0,2050.8,2033.2,17.6,,2024-12-26,
28725,12,13.0,13.0,0.0,2050.8,2033.2,17.6,,2024-12-26,
28726,13,13.2,13.2,0.0,2050.8,2033.2,17.6,,2024-12-26,
28727,14,13.0,13.0,0.0,2050.8,2033.2,17.6,,2024-12-26,
28728,15,13.1,13.1,0.0,2050.8,2033.2,17.6,,2024-12-26,
28729,16,13.4,13.4,0.0,2050.8,2033.3,17.5,2051.4,2024-12-26,
28730,17,13.2,13.2,0.0,2050.7,2033.2,17.5,,2024-12-26,
28731,18,13.1,13.1,0.0,2050.7,2033.2,17.5,,2024-12-26,
28732,19,13.0,13.0,0.0,2050.7,2033.2,17.5,,2024-12-26,
28733,20,13.2,13.2,0.0,2050.7,2033.2,17.5,,2024-12-26,
28734,21,13.1,13.1,0.0,2050.7,2033.2,17.5,,2024-12-26,
28735,22,13.1,13.1,0.0,2050.8,2033.2,17.6,,2024-12-26,
28736,23,13.1,13.1,0.0,2050.8,2033.2,17.6,,2024-12-26,
28737,24,13.2,13.2,0.0,2050.8,2033.2,17.6,2051.45,2024-12-26,
28738,,,,,,,,,2024-12-26,
28739,AVG,13.13,13.13,0.0,2050.78,2033.22,17.55,2051.4,2024-12-26,
28740,,,,,,,,,2024-12-26,
28741,MAX,13.4,13.4,0.0,2050.8,2033.3,17.6,2051.45,2024-12-26,
28742,MIN,13.0,13.0,0.0,2050.7,2033.2,17.5,2051.34,2024-12-26,
28743,1,13.0,13.0,0.0,2050.9,2033.2,17.7,,2024-12-27,
28744,2,13.1,13.1,0.0,2050.9,2033.2,17.7,,2024-12-27,
28745,3,13.0,13.0,0.0,2050.9,2033.1,17.8,,2024-12-27,
28746,4,13.1,13.1,0.0,2050.9,2033.2,17.7,,2024-12-27,
28747,5,13.1,13.1,0.0,2050.9,2033.2,17.7,,2024-12-27,
28748,6,13.1,13.1,0.0,2050.8,2033.2,17.6,,2024-12-27,
28749,7,13.4,13.4,0.0,2050.8,2033.2,17.6,,2024-12-27,
28750,8,13.3,13.3,0.0,2050.8,2033.2,17.6,2051.42,2024-12-27,
28751,9,13.2,13.2,0.0,2050.8,2033.2,17.6,,2024-12-27,
28752,10,13.1,13.1,0.0,2050.8,2033.2,17.6,,2024-12-27,
28753,11,13.3,13.3,0.0,2050.8,2033.2,17.6,,2024-12-27,
28754,12,13.2,13.2,0.0,2050.8,2033.2,17.6,,2024-12-27,
28755,13,13.2,13.2,0.0,2050.8,2033.2,17.6,,2024-12-27,
28756,14,13.3,13.3,0.0,2050.8,2033.2,17.6,,2024-12-27,
28757,15,13.3,13.3,0.0,2050.8,2033.2,17.6,,2024-12-27,
28758,16,13.3,13.3,0.0,2050.8,2033.2,17.6,2051.47,2024-12-27,
28759,17,12.8,12.8,0.0,2050.9,2033.1,17.8,,2024-12-27,
28760,18,13.2,13.2,0.0,2050.9,2033.1,17.8,,2024-12-27,
28761,19,13.1,13.1,0.0,2050.9,2033.1,17.8,,2024-12-27,
28762,20,13.1,13.1,0.0,2050.9,2033.1,17.8,,2024-12-27,
28763,21,13.2,13.2,0.0,2050.9,2033.2,17.7,,2024-12-27,
28764,22,13.4,13.4,0.0,2050.9,2033.2,17.7,,2024-12-27,
28765,23,13.2,13.2,0.0,2051.0,2033.2,17.8,,2024-12-27,
28766,24,13.2,13.2,0.0,2051.0,2033.2,17.8,2051.57,2024-12-27,
28767,,,,,,,,,2024-12-27,
28768,AVG,13.17,13.17,0.0,2050.86,2033.18,17.68,2051.49,2024-12-27,
28769,,,,,,,,,2024-12-27,
28770,MAX,13.4,13.4,0.0,2051.0,2033.2,17.8,2051.57,2024-12-27,
28771,MIN,12.8,12.8,0.0,2050.8,2033.1,17.6,2051.42,2024-12-27,
28772,1,13.2,13.2,0.0,2051.0,2033.1,17.9,,2024-12-28,
28773,2,13.3,13.3,0.0,2051.1,2033.2,17.9,,2024-12-28,
28774,3,13.3,13.3,0.0,2051.1,2033.2,17.9,,2024-12-28,
28775,4,13.4,13.4,0.0,2051.0,2033.2,17.8,,2024-12-28,
28776,5,13.4,13.4,0.0,2051.1,2033.2,17.9,,2024-12-28,
28777,6,13.5,13.5,0.0,2051.0,2033.2,17.8,,2024-12-28,
28778,7,13.3,13.3,0.0,2051.0,2033.2,17.8,,2024-12-28,
28779,8,13.5,13.5,0.0,2051.0,2033.2,17.8,2051.58,2024-12-28,
28780,9,13.1,13.1,0.0,2051.0,2033.1,17.9,,2024-12-28,
28781,10,14.1,14.1,0.0,2050.9,2033.3,17.6,,2024-12-28,
28782,11,13.4,13.4,0.0,2051.0,2033.2,17.8,,2024-12-28,
28783,12,13.4,13.4,0.0,2050.9,2033.2,17.7,,2024-12-28,
28784,13,13.5,13.5,0.0,2050.9,2033.2,17.7,,2024-12-28,
28785,14,13.6,13.6,0.0,2050.9,2033.2,17.7,,2024-12-28,
28786,15,13.4,13.4,0.0,2050.9,2033.2,17.7,,2024-12-28,
28787,16,13.4,13.4,0.0,2050.9,2033.2,17.7,2051.57,2024-12-28,
28788,17,13.1,13.1,0.0,2050.9,2033.2,17.7,,2024-12-28,
28789,18,13.3,13.3,0.0,2050.8,2033.2,17.6,,2024-12-28,
28790,19,13.3,13.3,0.0,2050.8,2033.2,17.6,,2024-12-28,
28791,20,13.2,13.2,0.0,2050.9,2033.2,17.7,,2024-12-28,
28792,21,13.2,13.2,0.0,2050.9,2033.2,17.7,,2024-12-28,
28793,22,13.2,13.2,0.0,2050.9,2033.1,17.8,,2024-12-28,
28794,23,13.1,13.1,0.0,2051.0,2033.1,17.9,,2024-12-28,
28795,24,13.2,13.2,0.0,2051.0,2033.1,17.9,2051.54,2024-12-28,
28796,,,,,,,,,2024-12-28,
