,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,PH 1 Forebay Elevation,Tailwater Elevation,Average Head,Project Forebay Elevation,Stevenson Gage Elevation,Project Tailwater Elevation,Date
22835,13,195.2,33.3,149.5,73.8,16.5,57.3,73.5,74.7,16.5,2024-06-02
22836,14,195.3,33.3,149.6,73.8,16.4,57.4,73.6,74.8,16.4,2024-06-02
22837,15,195.2,33.1,149.7,74.0,16.4,57.6,73.7,74.9,16.4,2024-06-02
22838,16,195.3,33.1,149.8,74.0,16.4,57.6,73.8,74.9,16.4,2024-06-02
22839,17,195.3,33.1,149.8,74.1,16.4,57.7,73.8,75.0,16.4,2024-06-02
22840,18,195.5,33.2,149.9,74.1,16.5,57.6,73.8,75.0,16.4,2024-06-02
22841,19,195.5,33.2,149.9,74.1,16.5,57.6,73.8,75.0,16.5,2024-06-02
22842,20,195.7,33.4,149.9,74.1,16.8,57.3,73.8,75.0,16.5,2024-06-02
22843,21,195.7,33.3,150.0,74.2,16.5,57.7,74.0,75.1,16.5,2024-06-02
22844,22,195.8,33.3,150.1,74.3,16.4,57.9,74.0,75.1,16.5,2024-06-02
22845,23,195.0,32.3,150.3,74.4,16.4,58.0,74.2,75.2,16.3,2024-06-02
22846,24,194.3,31.3,150.6,74.5,16.3,58.2,74.3,75.3,16.3,2024-06-02
22847,,,,,,,,,,,2024-06-02
22848,AVG,194.98,32.67,149.91,73.87,16.51,57.36,73.65,74.78,16.48,2024-06-02
22849,,,,,,,,,,,2024-06-02
22850,MAX,195.8,33.4,150.6,74.5,16.8,58.2,74.3,75.3,16.8,2024-06-02
22851,MIN,193.7,31.1,149.3,73.5,16.3,56.9,73.4,74.5,16.3,2024-06-02
22852,1,194.4,31.3,150.7,74.4,16.3,58.1,74.2,75.3,16.3,2024-06-03
22853,2,194.3,31.4,150.5,74.4,16.3,58.1,74.2,75.3,16.3,2024-06-03
22854,3,194.3,31.4,150.5,74.4,16.3,58.1,74.2,75.3,16.3,2024-06-03
22855,4,194.1,31.3,150.4,74.3,16.4,57.9,74.1,75.2,16.4,2024-06-03
22856,5,193.9,31.3,150.2,74.2,16.6,57.6,74.0,75.2,16.6,2024-06-03
22857,6,208.3,46.2,149.7,73.7,17.4,56.3,73.5,74.9,17.4,2024-06-03
22858,7,209.1,47.3,149.4,73.8,17.5,56.3,73.4,74.8,17.4,2024-06-03
22859,8,201.2,39.6,149.2,73.6,17.3,56.3,73.3,74.7,17.3,2024-06-03
22860,9,201.2,39.5,149.3,73.7,17.3,56.4,73.4,74.7,17.3,2024-06-03
22861,10,201.3,39.7,149.2,73.6,17.3,56.3,73.3,74.6,17.3,2024-06-03
22862,11,201.1,39.6,149.1,73.5,17.2,56.3,73.2,74.5,17.3,2024-06-03
22863,12,200.9,39.5,149.0,73.5,17.2,56.3,73.2,74.5,17.3,2024-06-03
22864,13,201.1,39.7,149.0,73.5,17.5,56.0,73.2,74.5,17.3,2024-06-03
22865,14,201.0,39.6,149.0,73.6,17.2,56.4,73.3,74.5,17.2,2024-06-03
22866,15,201.0,39.4,149.2,73.7,17.2,56.5,73.4,74.6,17.2,2024-06-03
22867,16,201.2,39.5,149.3,73.7,17.2,56.5,73.4,74.7,17.1,2024-06-03
22868,17,201.3,39.6,149.3,73.7,17.2,56.5,73.4,74.7,17.1,2024-06-03
22869,18,201.2,39.5,149.3,73.8,17.2,56.6,73.5,74.7,17.2,2024-06-03
22870,19,201.5,39.6,149.5,73.9,17.3,56.6,73.6,74.8,17.2,2024-06-03
22871,20,201.6,39.6,149.6,73.6,17.3,56.3,73.5,74.9,17.3,2024-06-03
22872,21,201.5,39.5,149.6,73.9,17.3,56.6,73.6,74.9,17.2,2024-06-03
22873,22,201.7,39.6,149.7,73.9,17.3,56.6,73.6,74.9,17.3,2024-06-03
22874,23,200.9,38.7,149.8,74.1,17.1,57.0,73.9,75.0,17.0,2024-06-03
22875,24,200.2,37.7,150.1,74.0,17.1,56.9,73.9,75.1,17.0,2024-06-03
22876,,,,,,,,,,,2024-06-03
22877,AVG,200.35,38.34,149.61,73.85,17.08,56.77,73.6,74.85,17.05,2024-06-03
22878,,,,,,,,,,,2024-06-03
22879,MAX,209.1,47.3,150.7,74.4,17.5,58.1,74.2,75.3,17.4,2024-06-03
22880,MIN,193.9,31.3,149.0,73.5,16.3,56.0,73.2,74.5,16.3,2024-06-03
22881,1,200.4,37.8,150.2,74.0,17.0,57.0,73.8,75.0,17.0,2024-06-04
22882,2,200.2,37.9,149.9,73.9,17.0,56.9,73.7,74.8,16.9,2024-06-04
22883,3,199.9,37.8,149.7,73.8,17.0,56.8,73.6,74.7,16.9,2024-06-04
22884,4,199.8,37.7,149.7,73.8,17.0,56.8,73.6,74.7,16.9,2024-06-04
22885,5,199.8,37.8,149.6,73.8,17.0,56.8,73.6,74.7,16.9,2024-06-04
22886,6,200.2,38.4,149.4,73.6,17.2,56.4,73.3,74.6,17.2,2024-06-04
22887,7,201.1,39.6,149.1,73.7,17.3,56.4,73.4,74.7,17.3,2024-06-04
22888,8,201.5,39.4,149.7,73.7,17.3,56.4,73.4,74.7,17.3,2024-06-04
22889,9,218.3,56.1,149.8,73.6,17.6,56.0,73.3,74.8,17.6,2024-06-04
22890,10,218.9,57.1,149.4,73.7,18.1,55.6,73.4,74.8,18.1,2024-06-04
22891,11,218.9,57.2,149.3,73.7,18.1,55.6,73.4,74.8,18.1,2024-06-04
22892,12,219.2,57.3,149.5,73.7,18.1,55.6,73.4,74.8,18.1,2024-06-04
22893,13,219.2,57.3,149.5,73.8,18.1,55.7,73.5,74.9,18.1,2024-06-04
22894,14,219.2,57.3,149.5,73.8,18.2,55.6,73.5,74.9,18.2,2024-06-04
22895,15,250.0,88.8,148.8,73.2,19.5,53.7,72.9,74.7,19.4,2024-06-04
22896,16,253.4,92.6,148.4,73.0,19.6,53.4,72.8,74.6,19.5,2024-06-04
22897,17,253.1,92.4,148.3,73.0,19.6,53.4,72.8,74.6,19.6,2024-06-04
22898,18,253.4,92.8,148.2,72.9,19.7,53.2,72.7,74.5,19.7,2024-06-04
22899,19,252.9,92.3,148.2,73.0,19.8,53.2,72.7,74.5,19.7,2024-06-04
22900,20,254.6,92.7,149.5,73.0,19.9,53.1,72.8,74.5,19.8,2024-06-04
22901,21,254.9,93.0,149.5,73.1,20.0,53.1,72.8,74.6,19.8,2024-06-04
22902,22,254.8,92.8,149.6,73.1,20.0,53.1,72.8,74.6,20.0,2024-06-04
22903,23,238.5,76.0,150.1,73.5,19.2,54.3,73.3,74.8,19.3,2024-06-04
22904,24,220.2,56.9,150.9,74.0,18.6,55.4,73.8,75.0,18.6,2024-06-04
22905,,,,,,,,,,,2024-06-04
22906,AVG,225.1,63.29,149.41,73.52,18.37,55.15,73.26,74.72,18.33,2024-06-04
22907,,,,,,,,,,,2024-06-04
22908,MAX,254.9,93.0,150.9,74.0,20.0,57.0,73.8,75.0,20.0,2024-06-04
22909,MIN,199.8,37.7,148.2,72.9,17.0,53.1,72.7,74.5,16.9,2024-06-04
22910,1,219.1,55.5,151.2,73.8,18.5,55.3,73.6,75.0,18.5,2024-06-05
22911,2,218.4,55.2,150.8,73.8,18.4,55.4,73.6,74.9,18.4,2024-06-05
22912,3,218.3,55.1,150.8,73.8,18.4,55.4,73.6,74.9,18.4,2024-06-05
22913,4,218.6,55.3,150.9,73.9,18.3,55.6,73.7,75.0,18.3,2024-06-05
22914,5,218.7,55.3,151.0,73.8,18.3,55.5,73.7,75.0,18.3,2024-06-05
22915,6,218.2,54.9,150.9,73.9,18.4,55.5,73.5,74.9,18.5,2024-06-05
22916,7,218.8,55.7,150.7,73.9,18.6,55.3,73.5,74.9,18.4,2024-06-05
22917,8,212.0,49.3,150.3,73.9,18.2,55.7,73.6,74.9,18.2,2024-06-05
22918,9,209.2,47.9,148.9,74.0,18.2,55.8,73.6,74.9,18.3,2024-06-05
22919,10,209.3,47.9,149.0,74.0,18.2,55.8,73.7,75.0,18.2,2024-06-05
22920,11,210.4,49.0,149.0,73.9,18.3,55.6,73.5,75.0,18.3,2024-06-05
22921,12,211.8,49.1,150.3,74.0,18.1,55.9,73.7,75.0,18.1,2024-06-05
22922,13,210.1,48.0,149.7,74.1,18.1,56.0,73.8,75.1,18.1,2024-06-05
22923,14,210.3,47.9,150.0,74.2,18.1,56.1,74.0,75.3,18.1,2024-06-05
22924,15,210.4,47.8,150.2,74.3,18.0,56.3,74.1,75.4,18.1,2024-06-05
22925,16,221.6,59.1,150.1,74.3,18.5,55.8,74.0,75.4,18.5,2024-06-05
22926,17,246.2,84.1,149.7,73.7,19.5,54.2,73.5,75.3,19.5,2024-06-05
22927,18,252.2,90.3,149.5,74.0,19.6,54.4,73.8,75.4,19.5,2024-06-05
22928,19,252.7,90.5,149.8,74.4,19.7,54.7,74.2,75.7,19.6,2024-06-05
22929,20,263.5,100.7,150.4,74.5,20.3,54.2,74.3,76.0,20.2,2024-06-05
22930,21,264.2,101.0,150.8,74.8,20.3,54.5,74.5,76.2,20.3,2024-06-05
22931,22,264.9,101.3,151.2,74.9,20.5,54.4,74.7,76.3,20.4,2024-06-05
22932,23,269.4,105.7,151.3,74.9,20.8,54.1,74.6,76.4,20.8,2024-06-05
22933,24,277.6,113.8,151.4,74.9,21.0,53.9,74.8,76.5,20.8,2024-06-05
22934,,,,,,,,,,,2024-06-05
22935,AVG,230.25,67.52,150.33,74.15,18.93,55.23,73.9,75.35,18.91,2024-06-05
22936,,,,,,,,,,,2024-06-05
22937,MAX,277.6,113.8,151.4,74.9,21.0,56.3,74.8,76.5,20.8,2024-06-05
22938,MIN,209.2,47.8,148.9,73.7,18.0,53.9,73.5,74.9,18.1,2024-06-05
22939,1,277.4,113.4,151.6,75.1,21.1,54.0,74.9,76.6,20.9,2024-06-06
22940,2,277.5,113.4,151.7,74.9,21.0,53.9,74.7,76.4,20.8,2024-06-06
22941,3,266.4,102.6,151.4,74.6,20.7,53.9,74.3,76.1,20.5,2024-06-06
22942,4,266.5,103.2,150.9,74.5,20.7,53.8,74.3,76.0,20.7,2024-06-06
22943,5,266.9,103.8,150.7,74.3,20.7,53.6,74.2,75.9,20.6,2024-06-06
22944,6,266.9,103.8,150.7,74.4,20.8,53.6,74.1,75.9,20.7,2024-06-06
22945,7,277.7,115.0,150.3,74.2,21.3,52.9,73.9,75.8,21.1,2024-06-06
22946,8,278.4,115.9,150.1,74.1,21.4,52.7,73.8,75.7,21.2,2024-06-06
22947,9,278.8,116.6,149.8,74.0,21.5,52.5,73.8,75.6,21.2,2024-06-06
22948,10,260.1,97.7,150.0,74.2,20.8,53.4,73.9,75.6,20.7,2024-06-06
22949,11,259.2,97.0,149.8,74.0,20.7,53.3,73.7,75.5,20.7,2024-06-06
22950,12,258.2,96.4,149.4,73.7,20.8,52.9,73.6,75.3,20.8,2024-06-06
22951,13,258.6,97.0,149.2,73.6,20.7,52.9,73.4,75.2,20.6,2024-06-06
22952,14,258.4,97.0,149.0,73.5,20.7,52.8,73.3,75.1,20.7,2024-06-06
22953,15,258.4,97.2,148.8,73.3,20.6,52.7,72.9,75.0,20.6,2024-06-06
22954,16,259.3,98.3,148.6,73.1,20.7,52.4,72.9,74.8,20.6,2024-06-06
22955,17,274.0,113.7,147.9,72.7,21.3,51.4,72.6,74.6,21.1,2024-06-06
22956,18,275.8,115.8,147.6,73.0,21.3,51.7,72.8,74.7,21.1,2024-06-06
22957,19,275.5,114.9,148.2,73.2,21.3,51.9,73.0,74.9,21.1,2024-06-06
22958,20,275.1,114.2,148.5,73.3,21.3,52.0,73.1,75.1,21.1,2024-06-06
22959,21,275.0,113.8,148.8,73.3,21.5,51.8,73.2,75.2,21.3,2024-06-06
22960,22,275.2,113.8,149.0,73.5,21.7,51.8,73.3,75.3,21.3,2024-06-06
22961,23,275.0,113.4,149.2,73.5,21.2,52.3,73.3,75.2,21.2,2024-06-06
22962,24,275.0,113.5,149.1,73.4,21.4,52.0,73.3,75.1,21.2,2024-06-06
22963,,,,,,,,,,,2024-06-06
22964,AVG,269.55,107.56,149.6,73.81,21.05,52.76,73.6,75.44,20.91,2024-06-06
22965,,,,,,,,,,,2024-06-06
22966,MAX,278.8,116.6,151.7,75.1,21.7,54.0,74.9,76.6,21.3,2024-06-06
22967,MIN,258.2,96.4,147.6,72.7,20.6,51.4,72.6,74.6,20.5,2024-06-06
22968,1,275.4,113.9,149.1,73.3,21.4,51.9,73.2,75.1,21.2,2024-06-07
22969,2,275.4,114.0,149.0,73.2,21.3,51.9,73.1,74.9,21.1,2024-06-07
22970,3,275.1,113.9,148.8,73.1,21.3,51.8,73.0,74.9,21.2,2024-06-07
22971,4,275.2,114.1,148.7,73.0,21.3,51.7,72.9,74.8,21.1,2024-06-07
22972,5,275.1,114.1,148.6,73.0,21.3,51.7,72.9,74.7,21.1,2024-06-07
22973,6,275.8,115.1,148.3,72.7,21.4,51.3,72.6,74.6,21.2,2024-06-07
22974,7,275.6,115.1,148.1,72.9,21.5,51.4,72.7,74.6,21.3,2024-06-07
22975,8,276.0,115.3,148.3,72.9,21.5,51.4,72.7,74.7,21.2,2024-06-07
22976,9,276.0,115.4,148.2,73.0,21.6,51.4,72.8,74.7,21.3,2024-06-07
22977,10,276.5,115.9,148.2,73.0,21.6,51.4,72.8,74.7,21.4,2024-06-07
22978,11,276.6,116.0,148.2,73.0,21.6,51.4,72.8,74.8,21.3,2024-06-07
22979,12,276.3,115.8,148.1,73.0,21.6,51.4,72.9,74.8,21.4,2024-06-07
22980,13,276.9,116.4,148.1,73.1,21.7,51.4,72.9,74.8,21.4,2024-06-07
22981,14,275.1,114.6,148.1,73.1,21.8,51.3,72.9,74.9,21.5,2024-06-07
22982,15,275.7,115.2,148.1,73.0,21.5,51.5,72.9,74.8,21.5,2024-06-07
22983,16,276.3,116.0,147.9,72.9,21.5,51.4,72.8,74.7,21.4,2024-06-07
22984,17,275.3,115.0,147.9,72.9,21.5,51.4,72.8,74.7,21.4,2024-06-07
22985,18,276.5,116.3,147.8,72.8,21.5,51.3,72.7,74.6,21.3,2024-06-07
22986,19,276.1,116.1,147.6,72.7,21.5,51.2,72.6,74.6,21.4,2024-06-07
22987,20,275.7,115.7,147.6,72.7,21.5,51.2,72.6,74.5,21.3,2024-06-07
22988,21,275.8,115.7,147.7,72.7,21.5,51.2,72.5,74.5,21.3,2024-06-07
22989,22,276.4,116.3,147.7,72.6,21.5,51.1,72.5,74.4,21.3,2024-06-07
22990,23,275.5,115.4,147.7,72.9,21.2,51.7,72.7,74.4,20.9,2024-06-07
22991,24,252.4,91.5,148.5,73.1,20.4,52.7,73.1,74.6,20.4,2024-06-07
22992,,,,,,,,,,,2024-06-07
22993,AVG,274.86,114.28,148.18,72.94,21.44,51.5,72.81,74.7,21.25,2024-06-07
22994,,,,,,,,,,,2024-06-07
22995,MAX,276.9,116.4,149.1,73.3,21.8,52.7,73.2,75.1,21.5,2024-06-07
22996,MIN,252.4,91.5,147.6,72.6,20.4,51.1,72.5,74.4,20.4,2024-06-07
22997,1,240.8,79.4,149.0,73.3,20.0,53.3,73.2,74.6,20.0,2024-06-08
22998,2,228.0,66.5,149.1,73.4,19.4,54.0,73.3,74.6,19.5,2024-06-08
22999,3,227.7,66.1,149.2,73.4,19.4,54.0,73.3,74.6,19.4,2024-06-08
23000,4,227.6,66.0,149.2,73.4,19.2,54.2,73.2,74.6,19.2,2024-06-08
23001,5,227.4,65.9,149.1,73.3,19.1,54.2,73.2,74.5,19.1,2024-06-08
23002,6,228.5,67.2,148.9,73.1,19.1,54.0,73.0,74.5,19.2,2024-06-08
23003,7,225.8,64.6,148.8,73.3,18.8,54.5,73.1,74.4,18.9,2024-06-08
23004,8,219.1,57.9,148.8,73.3,18.7,54.6,73.1,74.4,18.7,2024-06-08
23005,9,218.6,57.6,148.6,73.2,18.7,54.5,73.0,74.4,18.7,2024-06-08
23006,10,218.5,57.6,148.5,73.1,18.8,54.3,73.0,74.4,18.8,2024-06-08
23007,11,218.5,57.7,148.4,73.1,18.6,54.5,72.9,74.3,18.7,2024-06-08
23008,12,218.5,57.8,148.3,73.0,18.7,54.3,72.9,74.3,18.8,2024-06-08
23009,13,234.2,73.9,147.9,72.7,19.2,53.5,72.5,74.1,19.3,2024-06-08
23010,14,235.6,75.4,147.8,72.9,19.2,53.7,72.8,74.2,19.3,2024-06-08
23011,15,236.0,75.5,148.1,72.7,19.9,52.8,72.5,74.3,19.8,2024-06-08
23012,16,252.7,92.6,147.7,72.7,19.9,52.8,72.5,74.3,19.9,2024-06-08
23013,17,253.1,93.0,147.7,72.6,19.9,52.7,72.5,74.3,19.9,2024-06-08
23014,18,269.6,109.9,147.3,72.3,20.6,51.7,72.2,74.2,20.6,2024-06-08
23015,19,270.3,110.8,147.1,72.1,20.6,51.5,72.1,74.1,20.6,2024-06-08
23016,20,272.7,111.4,148.9,72.2,20.9,51.3,72.0,74.1,20.8,2024-06-08
23017,21,272.5,111.1,149.0,72.1,20.8,51.3,72.0,74.0,20.7,2024-06-08
23018,22,271.3,109.9,149.0,72.0,20.8,51.2,71.9,73.9,20.8,2024-06-08
23019,23,255.3,93.3,149.6,72.8,20.1,52.7,72.6,74.2,20.0,2024-06-08
23020,24,237.4,74.5,150.5,72.9,19.5,53.4,72.8,74.3,19.6,2024-06-08
23021,,,,,,,,,,,2024-06-08
23022,AVG,239.99,78.98,148.6,72.87,19.58,53.29,72.73,74.32,19.6,2024-06-08
23023,,,,,,,,,,,2024-06-08
23024,MAX,272.7,111.4,150.5,73.4,20.9,54.6,73.3,74.6,20.8,2024-06-08
23025,MIN,218.5,57.6,147.1,72.0,18.6,51.2,71.9,73.9,18.7,2024-06-08
23026,1,236.0,73.2,150.4,72.8,19.5,53.3,72.7,74.2,19.4,2024-06-09
23027,2,236.1,73.4,150.3,72.8,19.4,53.4,72.7,74.1,19.4,2024-06-09
23028,3,236.2,73.5,150.3,72.8,19.3,53.5,72.7,74.1,19.3,2024-06-09
23029,4,236.2,73.4,150.4,72.8,19.3,53.5,72.7,74.2,19.3,2024-06-09
23030,5,236.2,73.4,150.4,72.8,19.2,53.6,72.7,74.2,19.2,2024-06-09
23031,6,236.1,73.3,150.4,72.8,19.3,53.5,72.6,74.2,19.2,2024-06-09
23032,7,237.6,74.9,150.3,72.9,19.3,53.6,72.7,74.2,19.3,2024-06-09
23033,8,237.4,74.7,150.3,72.7,19.4,53.3,72.5,74.2,19.3,2024-06-09
23034,9,237.5,75.0,150.1,72.8,19.3,53.5,72.5,74.1,19.3,2024-06-09
23035,10,236.8,74.3,150.1,72.8,19.2,53.6,72.6,74.1,19.2,2024-06-09
23036,11,221.6,58.7,150.5,73.0,18.8,54.2,72.8,74.3,18.8,2024-06-09
23037,12,219.9,57.0,150.5,72.9,18.9,54.0,72.8,74.3,18.8,2024-06-09
23038,13,220.0,57.3,150.3,72.8,18.7,54.1,72.7,74.2,18.8,2024-06-09
23039,14,220.0,57.4,150.2,72.7,18.6,54.1,72.6,74.1,18.6,2024-06-09
23040,15,219.8,57.3,150.1,72.9,18.5,54.4,72.7,74.1,18.5,2024-06-09
23041,16,219.9,57.4,150.1,72.7,18.5,54.2,72.5,74.1,18.5,2024-06-09
23042,17,220.1,57.7,150.0,72.7,18.5,54.2,72.5,74.0,18.6,2024-06-09
23043,18,235.3,73.3,149.6,72.5,19.0,53.5,72.3,73.9,19.0,2024-06-09
23044,19,236.8,74.9,149.5,72.6,19.0,53.6,72.4,74.0,19.0,2024-06-09
23045,20,237.0,74.7,149.9,72.6,19.1,53.5,72.5,74.1,19.0,2024-06-09
23046,21,237.5,75.1,150.0,72.7,19.1,53.6,72.5,74.1,19.1,2024-06-09
23047,22,237.5,74.9,150.2,72.8,19.1,53.7,72.6,74.2,19.1,2024-06-09
23048,23,236.9,74.1,150.4,73.0,19.0,54.0,72.9,74.3,18.9,2024-06-09
23049,24,221.2,57.8,151.0,73.2,18.4,54.8,73.1,74.4,18.4,2024-06-09
23050,,,,,,,,,,,2024-06-09
23051,AVG,231.23,68.61,150.22,72.8,19.02,53.78,72.64,74.15,19.0,2024-06-09
23052,,,,,,,,,,,2024-06-09
23053,MAX,237.6,75.1,151.0,73.2,19.5,54.8,73.1,74.4,19.4,2024-06-09
23054,MIN,219.8,57.0,149.5,72.5,18.4,53.3,72.3,73.9,18.4,2024-06-09
23055,1,203.6,39.8,151.4,73.6,17.8,55.8,73.4,74.5,17.8,2024-06-10
23056,2,201.6,37.8,151.4,73.4,17.7,55.7,73.3,74.4,17.7,2024-06-10
23057,3,201.4,37.8,151.2,73.4,17.6,55.8,73.3,74.4,17.6,2024-06-10
23058,4,201.5,37.8,151.3,73.4,17.4,56.0,73.3,74.4,17.5,2024-06-10
23059,5,201.5,37.8,151.3,73.4,17.4,56.0,73.3,74.4,17.3,2024-06-10
23060,6,202.3,38.7,151.2,73.4,17.5,55.9,73.1,74.4,17.5,2024-06-10
23061,7,213.1,50.0,150.7,73.1,18.0,55.1,72.8,74.3,17.9,2024-06-10
23062,8,219.9,57.1,150.4,73.1,18.1,55.0,72.8,74.2,18.0,2024-06-10
23063,9,200.0,36.6,151.0,73.5,17.2,56.3,73.2,74.4,17.2,2024-06-10
23064,10,197.1,33.6,151.1,73.4,17.3,56.1,73.1,74.4,17.3,2024-06-10
23065,11,193.4,30.1,150.9,73.2,17.2,56.0,72.9,74.3,17.1,2024-06-10
23066,12,196.4,33.3,150.7,73.2,17.1,56.1,72.9,74.2,17.1,2024-06-10
23067,13,196.1,32.9,150.8,73.3,17.0,56.3,73.0,74.3,17.0,2024-06-10
23068,14,195.1,31.9,150.8,73.3,17.0,56.3,73.0,74.3,17.0,2024-06-10
23069,15,195.2,32.0,150.8,73.3,17.0,56.3,73.0,74.3,17.0,2024-06-10
23070,16,195.4,32.2,150.8,73.3,16.9,56.4,73.0,74.3,16.8,2024-06-10
23071,17,214.1,51.3,150.4,72.8,17.9,54.9,72.5,74.2,17.9,2024-06-10
23072,18,233.9,71.8,149.7,72.6,18.5,54.1,72.4,74.1,18.5,2024-06-10
23073,19,249.9,88.1,149.4,72.5,19.2,53.3,72.3,74.1,19.1,2024-06-10
23074,20,268.2,106.4,149.4,72.6,20.3,52.3,72.4,74.3,20.0,2024-06-10
23075,21,271.9,109.5,150.0,73.0,20.1,52.9,72.8,74.7,19.9,2024-06-10
23076,22,248.6,85.2,151.0,73.4,19.3,54.1,73.4,75.0,19.2,2024-06-10
23077,23,225.4,60.8,152.2,74.5,18.3,56.2,74.3,75.5,18.4,2024-06-10
23078,24,221.4,58.4,150.6,74.7,18.2,56.5,74.6,75.8,18.1,2024-06-10
23079,,,,,,,,,,,2024-06-10
23080,AVG,214.46,51.29,150.77,73.31,17.92,55.39,73.09,74.47,17.87,2024-06-10
23081,,,,,,,,,,,2024-06-10
23082,MAX,271.9,109.5,152.2,74.7,20.3,56.5,74.6,75.8,20.0,2024-06-10
23083,MIN,193.4,30.1,149.4,72.5,16.9,52.3,72.3,74.1,16.8,2024-06-10
23084,1,220.7,58.3,150.0,74.8,18.1,56.7,74.6,75.8,18.2,2024-06-11
23085,2,221.2,58.6,150.2,74.5,18.2,56.3,74.4,75.7,18.2,2024-06-11
23086,3,220.5,58.4,149.7,74.5,18.1,56.4,74.3,75.5,18.1,2024-06-11
23087,4,220.6,58.6,149.6,74.4,18.1,56.3,74.2,75.5,18.1,2024-06-11
23088,5,220.5,58.7,149.5,74.3,18.1,56.2,74.1,75.4,18.1,2024-06-11
23089,6,220.5,58.9,149.2,74.2,18.1,56.1,73.8,75.3,18.1,2024-06-11
23090,7,220.4,59.2,148.8,73.7,18.4,55.3,73.4,75.1,18.4,2024-06-11
23091,8,234.3,73.7,148.2,73.5,18.7,54.8,73.2,74.9,18.7,2024-06-11
23092,9,235.4,75.2,147.8,73.3,18.7,54.6,73.0,74.7,18.8,2024-06-11
23093,10,235.5,75.6,147.5,73.3,18.7,54.6,73.0,74.6,18.8,2024-06-11
23094,11,235.4,75.5,147.5,73.1,19.6,53.5,72.9,74.6,18.8,2024-06-11
23095,12,235.5,75.7,147.4,73.1,18.8,54.3,72.8,74.5,18.8,2024-06-11
23096,13,235.3,75.6,147.3,73.0,18.9,54.1,72.8,74.4,18.7,2024-06-11
23097,14,235.9,76.3,147.2,73.1,19.0,54.1,72.9,74.5,19.0,2024-06-11
23098,15,236.4,76.7,147.3,73.1,18.9,54.2,72.9,74.5,19.0,2024-06-11
23099,16,235.7,76.0,147.3,73.2,18.8,54.4,73.0,74.5,18.8,2024-06-11
23100,17,234.9,75.1,147.4,73.3,18.9,54.4,73.0,74.6,18.8,2024-06-11
23101,18,235.0,75.1,147.5,73.3,18.9,54.4,73.1,74.7,18.9,2024-06-11
23102,19,248.2,88.5,147.3,73.1,19.4,53.7,72.8,74.6,19.4,2024-06-11
23103,20,249.0,89.4,147.2,73.1,19.4,53.7,72.8,74.6,19.4,2024-06-11
23104,21,249.4,89.7,147.3,73.1,19.6,53.5,72.8,74.6,19.5,2024-06-11
23105,22,248.5,88.7,147.4,73.2,19.4,53.8,72.9,74.6,19.3,2024-06-11
23106,23,228.2,67.9,147.9,73.4,18.6,54.8,73.3,74.7,18.7,2024-06-11
23107,24,227.0,66.4,148.2,73.4,18.6,54.8,73.3,74.7,18.6,2024-06-11
23108,,,,,,,,,,,2024-06-11
23109,AVG,232.67,72.16,148.11,73.54,18.75,54.79,73.3,74.86,18.72,2024-06-11
23110,,,,,,,,,,,2024-06-11
23111,MAX,249.4,89.7,150.2,74.8,19.6,56.7,74.6,75.8,19.5,2024-06-11
23112,MIN,220.4,58.3,147.2,73.0,18.1,53.5,72.8,74.4,18.1,2024-06-11
23113,1,226.5,66.1,148.0,73.2,18.5,54.7,73.1,74.5,18.5,2024-06-12
23114,2,226.5,66.3,147.8,73.1,18.5,54.6,73.0,74.4,18.5,2024-06-12
23115,3,226.5,66.3,147.8,73.1,18.5,54.6,72.9,74.4,18.4,2024-06-12
23116,4,226.4,66.3,147.7,73.1,18.4,54.7,72.9,74.3,18.4,2024-06-12
23117,5,226.2,66.2,147.6,73.0,18.4,54.6,72.9,74.2,18.4,2024-06-12
23118,6,227.1,67.3,147.4,72.9,18.5,54.4,72.6,74.2,18.5,2024-06-12
23119,7,242.3,81.1,148.8,72.6,19.1,53.5,72.2,74.0,19.1,2024-06-12
23120,8,236.6,75.2,149.0,72.6,18.9,53.7,72.3,73.9,18.8,2024-06-12
23121,9,236.7,75.3,149.0,72.6,18.9,53.7,72.2,74.0,18.8,2024-06-12
23122,10,236.5,75.2,148.9,72.5,19.0,53.5,72.2,73.9,18.9,2024-06-12
23123,11,236.2,75.0,148.8,72.5,18.9,53.6,72.1,73.9,18.9,2024-06-12
23124,12,236.2,75.1,148.7,72.4,19.0,53.4,72.1,73.8,18.9,2024-06-12
23125,13,236.1,75.0,148.7,72.4,19.0,53.4,72.1,73.8,18.9,2024-06-12
23126,14,236.2,75.1,148.7,72.5,19.0,53.5,72.0,73.9,19.0,2024-06-12
23127,15,236.2,75.0,148.8,72.5,19.0,53.5,72.2,73.9,19.0,2024-06-12
23128,16,236.4,75.1,148.9,72.3,18.9,53.4,72.3,74.0,19.0,2024-06-12
23129,17,236.6,75.1,149.1,72.7,19.0,53.7,72.4,74.1,19.0,2024-06-12
23130,18,236.7,75.1,149.2,72.8,19.0,53.8,72.5,74.2,18.9,2024-06-12
23131,19,236.6,74.9,149.3,72.8,19.0,53.8,72.6,74.3,19.0,2024-06-12
23132,20,236.7,74.9,149.4,73.1,19.0,54.1,72.8,74.4,18.9,2024-06-12
23133,21,237.4,75.1,149.9,73.3,19.0,54.3,73.0,74.7,19.1,2024-06-12
